epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,120.911,0.61797,0.53065,1.0874,0.67956,0.58139,0.74924,0.52693,1.60131,1.55372,1.37309,2.93887e-05,2.93887e-05,2.93887e-05
60,123.092,0.70966,0.68859,1.18495,0.94213,0.44113,0.74968,0.53386,1.6199,1.65238,1.38992,2.92003e-05,2.92003e-05,2.92003e-05
61,125.121,0.4222,0.57015,0.9734,0.94213,0.44113,0.74968,0.53386,1.6199,1.65238,1.38992,2.89884e-05,2.89884e-05,2.89884e-05
62,127.209,0.47708,0.47624,1.01941,0.94213,0.44113,0.74968,0.53386,1.6199,1.65238,1.38992,2.87529e-05,2.87529e-05,2.87529e-05
63,129.262,0.89191,1.25075,1.42117,0.94586,0.43973,0.74089,0.5319,1.6277,1.74371,1.39721,2.84938e-05,2.84938e-05,2.84938e-05
64,131.276,0.642,0.53597,1.03892,0.94586,0.43973,0.74089,0.5319,1.6277,1.74371,1.39721,2.82112e-05,2.82112e-05,2.82112e-05
65,133.443,0.61535,0.44727,1.00867,0.94586,0.43973,0.74089,0.5319,1.6277,1.74371,1.39721,2.7905e-05,2.7905e-05,2.7905e-05
66,135.594,0.53229,0.43522,1.04877,0.96204,0.43801,0.66318,0.46195,1.64363,1.7655,1.41023,2.75753e-05,2.75753e-05,2.75753e-05
67,137.699,0.53245,0.41004,0.93992,0.96204,0.43801,0.66318,0.46195,1.64363,1.7655,1.41023,2.7222e-05,2.7222e-05,2.7222e-05
68,139.753,0.65652,0.53548,1.08681,0.96204,0.43801,0.66318,0.46195,1.64363,1.7655,1.41023,2.68451e-05,2.68451e-05,2.68451e-05
69,141.915,0.53073,0.52445,1.0129,0.9491,0.43871,0.66316,0.4594,1.60728,1.74741,1.35918,2.64447e-05,2.64447e-05,2.64447e-05
70,143.928,0.7983,0.83791,1.1896,0.9491,0.43871,0.66316,0.4594,1.60728,1.74741,1.35918,2.60207e-05,2.60207e-05,2.60207e-05
71,146.031,0.45414,0.46016,0.96298,0.9491,0.43871,0.66316,0.4594,1.60728,1.74741,1.35918,2.55731e-05,2.55731e-05,2.55731e-05
72,148.186,0.50695,0.32965,0.89962,0.92201,0.44076,0.65973,0.45749,1.6605,1.7886,1.40723,2.5102e-05,2.5102e-05,2.5102e-05
73,150.184,0.49405,0.54334,0.99931,0.92201,0.44076,0.65973,0.45749,1.6605,1.7886,1.40723,2.46073e-05,2.46073e-05,2.46073e-05
74,152.251,0.55519,0.49192,1.03003,0.92201,0.44076,0.65973,0.45749,1.6605,1.7886,1.40723,2.40891e-05,2.40891e-05,2.40891e-05
75,154.48,0.64029,0.63978,1.18018,0.90409,0.44186,0.65932,0.45718,1.65036,1.80972,1.38242,2.35472e-05,2.35472e-05,2.35472e-05
76,156.556,0.48445,0.39128,0.96432,0.90409,0.44186,0.65932,0.45718,1.65036,1.80972,1.38242,2.29819e-05,2.29819e-05,2.29819e-05
77,158.641,0.56384,0.41128,1.08715,0.90409,0.44186,0.65932,0.45718,1.65036,1.80972,1.38242,2.23929e-05,2.23929e-05,2.23929e-05
78,160.757,0.67254,0.68406,1.0979,0.80413,0.48785,0.65871,0.45689,1.65351,1.85772,1.37918,2.17805e-05,2.17805e-05,2.17805e-05
79,162.861,0.43544,0.43817,0.96499,0.80413,0.48785,0.65871,0.45689,1.65351,1.85772,1.37918,2.11444e-05,2.11444e-05,2.11444e-05
80,164.863,0.53988,0.4506,0.93375,0.80413,0.48785,0.65871,0.45689,1.65351,1.85772,1.37918,2.04848e-05,2.04848e-05,2.04848e-05
81,166.934,0.59796,0.4314,1.11572,0.80463,0.48809,0.65978,0.45729,1.67765,1.87475,1.39131,1.98016e-05,1.98016e-05,1.98016e-05
82,168.999,0.37313,0.31614,0.92045,0.80463,0.48809,0.65978,0.45729,1.67765,1.87475,1.39131,1.90949e-05,1.90949e-05,1.90949e-05
83,170.994,0.49076,0.46037,1.02596,0.80463,0.48809,0.65978,0.45729,1.67765,1.87475,1.39131,1.83646e-05,1.83646e-05,1.83646e-05
84,173.138,0.33046,0.26711,0.92279,0.9064,0.44025,0.6587,0.44398,1.67124,1.85312,1.39185,1.76107e-05,1.76107e-05,1.76107e-05
85,175.179,0.45249,0.48759,0.97189,0.9064,0.44025,0.6587,0.44398,1.67124,1.85312,1.39185,1.68333e-05,1.68333e-05,1.68333e-05
86,177.314,0.7368,0.66697,1.29512,0.9064,0.44025,0.6587,0.44398,1.67124,1.85312,1.39185,1.60323e-05,1.60323e-05,1.60323e-05
87,179.393,0.68368,0.66308,1.1329,0.9064,0.44025,0.6587,0.44398,1.67124,1.85312,1.39185,1.52077e-05,1.52077e-05,1.52077e-05
88,181.499,0.42367,0.35516,0.99201,0.90548,0.44056,0.6527,0.45811,1.66063,1.86868,1.39041,1.43596e-05,1.43596e-05,1.43596e-05
89,183.625,0.6664,0.58625,1.05925,0.90548,0.44056,0.6527,0.45811,1.66063,1.86868,1.39041,1.34879e-05,1.34879e-05,1.34879e-05
90,185.629,0.46689,0.52014,0.92342,0.90548,0.44056,0.6527,0.45811,1.66063,1.86868,1.39041,1.25927e-05,1.25927e-05,1.25927e-05
91,187.743,0.31964,0.30519,0.96241,0.90548,0.44056,0.6527,0.45811,1.66063,1.86868,1.39041,1.16739e-05,1.16739e-05,1.16739e-05
92,190.001,0.32205,0.32684,0.82075,0.80169,0.48714,0.65081,0.45467,1.66418,1.84061,1.39296,1.07315e-05,1.07315e-05,1.07315e-05
93,192.013,0.44164,0.43641,1.03659,0.80169,0.48714,0.65081,0.45467,1.66418,1.84061,1.39296,9.76562e-06,9.76562e-06,9.76562e-06
94,194.286,0.37511,0.33799,0.92036,0.80169,0.48714,0.65081,0.45467,1.66418,1.84061,1.39296,8.77613e-06,8.77613e-06,8.77613e-06
95,196.329,0.62326,0.49505,1.18188,0.80169,0.48714,0.65081,0.45467,1.66418,1.84061,1.39296,7.76308e-06,7.76308e-06,7.76308e-06
96,198.578,0.43102,0.30719,0.95391,0.79884,0.4864,0.74448,0.52458,1.63786,1.80983,1.37726,6.72648e-06,6.72648e-06,6.72648e-06
97,200.592,0.32175,0.27872,0.86049,0.79884,0.4864,0.74448,0.52458,1.63786,1.80983,1.37726,5.6663e-06,5.6663e-06,5.6663e-06
98,202.557,0.34577,0.33689,0.95985,0.79884,0.4864,0.74448,0.52458,1.63786,1.80983,1.37726,4.58257e-06,4.58257e-06,4.58257e-06
99,204.623,0.35351,0.3335,0.83832,0.79884,0.4864,0.74448,0.52458,1.63786,1.80983,1.37726,3.47528e-06,3.47528e-06,3.47528e-06
100,206.698,0.34505,0.32928,0.86998,0.70797,0.53204,0.74616,0.52443,1.60758,1.7886,1.36792,2.34442e-06,2.34442e-06,2.34442e-06
