epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,444.739,0.38674,0.315,0.93229,0.78377,0.67855,0.73072,0.57549,1.42919,1.55095,1.30058,2.11444e-05,2.11444e-05,2.11444e-05
80,451.639,0.30829,0.32356,0.84637,0.78377,0.67855,0.73072,0.57549,1.42919,1.55095,1.30058,2.04848e-05,2.04848e-05,2.04848e-05
81,459.479,0.54049,0.38677,1.10912,0.76923,0.68492,0.7271,0.56508,1.42281,1.54029,1.29748,1.98016e-05,1.98016e-05,1.98016e-05
82,466.097,0.37751,0.29937,0.91056,0.76923,0.68492,0.7271,0.56508,1.42281,1.54029,1.29748,1.90949e-05,1.90949e-05,1.90949e-05
83,471.14,0.33942,0.35785,0.94265,0.76923,0.68492,0.7271,0.56508,1.42281,1.54029,1.29748,1.83646e-05,1.83646e-05,1.83646e-05
84,476.26,0.27276,0.29927,0.89407,0.77187,0.68369,0.72676,0.56556,1.4203,1.55642,1.29773,1.76107e-05,1.76107e-05,1.76107e-05
85,481.121,0.39868,0.35618,0.95635,0.77187,0.68369,0.72676,0.56556,1.4203,1.55642,1.29773,1.68333e-05,1.68333e-05,1.68333e-05
86,485.939,0.55227,0.42019,1.18093,0.77187,0.68369,0.72676,0.56556,1.4203,1.55642,1.29773,1.60323e-05,1.60323e-05,1.60323e-05
87,490.725,0.57771,0.45897,1.08567,0.77187,0.68369,0.72676,0.56556,1.4203,1.55642,1.29773,1.52077e-05,1.52077e-05,1.52077e-05
88,495.658,0.33611,0.31533,0.98246,0.77074,0.68384,0.70289,0.55628,1.40132,1.57256,1.29667,1.43596e-05,1.43596e-05,1.43596e-05
89,500.58,0.59784,0.53871,1.12508,0.77074,0.68384,0.70289,0.55628,1.40132,1.57256,1.29667,1.34879e-05,1.34879e-05,1.34879e-05
90,505.603,0.35132,0.38841,0.91704,0.77074,0.68384,0.70289,0.55628,1.40132,1.57256,1.29667,1.25927e-05,1.25927e-05,1.25927e-05
91,510.434,0.25304,0.24191,0.94496,0.77074,0.68384,0.70289,0.55628,1.40132,1.57256,1.29667,1.16739e-05,1.16739e-05,1.16739e-05
92,515.435,0.27509,0.24042,0.79888,0.77739,0.67369,0.7365,0.57504,1.3719,1.54739,1.28815,1.07315e-05,1.07315e-05,1.07315e-05
93,520.263,0.33246,0.28718,0.99687,0.77739,0.67369,0.7365,0.57504,1.3719,1.54739,1.28815,9.76562e-06,9.76562e-06,9.76562e-06
94,525.032,0.35135,0.29031,0.91823,0.77739,0.67369,0.7365,0.57504,1.3719,1.54739,1.28815,8.77613e-06,8.77613e-06,8.77613e-06
95,529.819,0.58817,0.39224,1.17158,0.77739,0.67369,0.7365,0.57504,1.3719,1.54739,1.28815,7.76308e-06,7.76308e-06,7.76308e-06
96,534.771,0.2998,0.22924,0.90422,0.77977,0.66954,0.73299,0.57321,1.32709,1.47442,1.27993,6.72648e-06,6.72648e-06,6.72648e-06
97,539.722,0.29468,0.24498,0.89386,0.77977,0.66954,0.73299,0.57321,1.32709,1.47442,1.27993,5.6663e-06,5.6663e-06,5.6663e-06
98,544.588,0.22233,0.20204,0.87374,0.77977,0.66954,0.73299,0.57321,1.32709,1.47442,1.27993,4.58257e-06,4.58257e-06,4.58257e-06
99,549.688,0.26462,0.25357,0.85623,0.77977,0.66954,0.73299,0.57321,1.32709,1.47442,1.27993,3.47528e-06,3.47528e-06,3.47528e-06
100,554.67,0.27557,0.26149,0.85894,0.79715,0.66821,0.729,0.57467,1.27164,1.40873,1.24733,2.34442e-06,2.34442e-06,2.34442e-06
