epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,18.1765,1.02502,1.8604,1.39361,0.70694,0.74827,0.91272,0.64828,1.61262,1.09227,1.32926,1.43509e-05,1.43509e-05,1.43509e-05
16,19.5436,1.0456,2.22379,1.5599,0.81075,0.65,0.9128,0.6314,1.62124,1.10396,1.33204,1.51993e-05,1.51993e-05,1.51993e-05
17,20.763,0.93353,2.22581,1.34973,0.82569,0.65,0.91253,0.63304,1.63291,1.1053,1.3361,1.60241e-05,1.60241e-05,1.60241e-05
18,21.9266,1.14843,2.48752,1.46635,0.82569,0.65,0.91253,0.63304,1.63291,1.1053,1.3361,1.68253e-05,1.68253e-05,1.68253e-05
19,23.0732,1.0577,1.51444,1.27482,0.81319,0.65,0.91247,0.62528,1.63188,1.13599,1.33744,1.7603e-05,1.7603e-05,1.7603e-05
20,24.263,1.00662,1.50791,1.28616,0.81319,0.65,0.91247,0.62528,1.63188,1.13599,1.33744,1.83571e-05,1.83571e-05,1.83571e-05
21,25.4999,1.16382,3.1794,1.50471,0.82473,0.65,0.91063,0.62685,1.64863,1.15329,1.34516,1.90876e-05,1.90876e-05,1.90876e-05
22,26.6482,0.97726,1.77299,1.49672,0.82473,0.65,0.91063,0.62685,1.64863,1.15329,1.34516,1.97946e-05,1.97946e-05,1.97946e-05
23,27.8698,1.04375,2.01542,1.30425,0.82477,0.65,0.8548,0.61224,1.66772,1.20272,1.36259,2.0478e-05,2.0478e-05,2.0478e-05
24,29.0672,1.05492,1.65342,1.38153,0.82477,0.65,0.8548,0.61224,1.66772,1.20272,1.36259,2.11379e-05,2.11379e-05,2.11379e-05
25,30.2839,0.88724,1.98479,1.25244,0.82853,0.65,0.85537,0.59995,1.69362,1.23857,1.37786,2.17741e-05,2.17741e-05,2.17741e-05
26,31.4523,0.96223,1.59973,1.39831,0.82853,0.65,0.85537,0.59995,1.69362,1.23857,1.37786,2.23869e-05,2.23869e-05,2.23869e-05
27,32.6637,0.89084,1.54265,1.23939,0.8273,0.65,0.855,0.59977,1.68326,1.25748,1.37781,2.2976e-05,2.2976e-05,2.2976e-05
28,33.8488,0.86495,1.50982,1.22501,0.8273,0.65,0.855,0.59977,1.68326,1.25748,1.37781,2.35417e-05,2.35417e-05,2.35417e-05
29,35.0925,1.21703,1.75655,1.42252,0.80089,0.65,0.85192,0.59888,1.67248,1.29191,1.37863,2.40837e-05,2.40837e-05,2.40837e-05
30,36.2698,0.78652,1.37457,1.14087,0.80089,0.65,0.85192,0.59888,1.67248,1.29191,1.37863,2.46022e-05,2.46022e-05,2.46022e-05
31,37.5013,0.86375,1.45192,1.26586,0.79424,0.65,0.77445,0.52311,1.67081,1.33899,1.37752,2.50971e-05,2.50971e-05,2.50971e-05
32,38.6745,0.98416,1.37584,1.26718,0.79424,0.65,0.77445,0.52311,1.67081,1.33899,1.37752,2.55685e-05,2.55685e-05,2.55685e-05
33,39.936,0.84533,1.55611,1.31361,0.78055,0.65,0.76681,0.52374,1.64006,1.35701,1.36203,2.60163e-05,2.60163e-05,2.60163e-05
34,41.1315,0.7734,1.42924,1.2396,0.78055,0.65,0.76681,0.52374,1.64006,1.35701,1.36203,2.64405e-05,2.64405e-05,2.64405e-05
35,42.3921,0.89913,1.48863,1.19398,0.78426,0.65,0.76668,0.52373,1.6571,1.41104,1.37307,2.68412e-05,2.68412e-05,2.68412e-05
36,43.5535,0.78135,1.42892,1.1607,0.78426,0.65,0.76668,0.52373,1.6571,1.41104,1.37307,2.72183e-05,2.72183e-05,2.72183e-05
37,44.8,0.91379,1.35982,1.35795,0.76966,0.65,0.73601,0.49923,1.66347,1.45235,1.38463,2.75718e-05,2.75718e-05,2.75718e-05
38,46.0124,1.00264,1.70242,1.33877,0.76966,0.65,0.73601,0.49923,1.66347,1.45235,1.38463,2.79018e-05,2.79018e-05,2.79018e-05
39,47.255,1.00587,2.11723,1.41702,0.65604,0.68712,0.70918,0.47302,1.68856,1.54124,1.39412,2.82082e-05,2.82082e-05,2.82082e-05
40,48.4379,1.03996,1.13896,1.45009,0.65604,0.68712,0.70918,0.47302,1.68856,1.54124,1.39412,2.84911e-05,2.84911e-05,2.84911e-05
41,49.6893,0.78845,1.22744,1.15312,0.64939,0.7,0.69962,0.48197,1.68958,1.5959,1.39339,2.87504e-05,2.87504e-05,2.87504e-05
42,50.9001,0.91434,1.29296,1.29821,0.64939,0.7,0.69962,0.48197,1.68958,1.5959,1.39339,2.89861e-05,2.89861e-05,2.89861e-05
43,52.1051,0.52486,2.46272,1.10706,0.56965,0.51662,0.58479,0.36817,1.70353,1.66635,1.3942,2.91983e-05,2.91983e-05,2.91983e-05
44,53.1914,0.92176,1.0601,1.27044,0.56965,0.51662,0.58479,0.36817,1.70353,1.66635,1.3942,2.93869e-05,2.93869e-05,2.93869e-05
45,54.3819,0.65358,0.89381,1.15726,0.59495,0.48333,0.52793,0.30225,1.70833,1.73654,1.3977,2.9552e-05,2.9552e-05,2.9552e-05
46,55.5274,0.94097,1.26103,1.43832,0.59495,0.48333,0.52793,0.30225,1.70833,1.73654,1.3977,2.96935e-05,2.96935e-05,2.96935e-05
47,56.7543,0.84398,0.85243,1.12211,0.58411,0.48333,0.52732,0.31113,1.72332,1.75468,1.41226,2.98114e-05,2.98114e-05,2.98114e-05
48,57.9175,0.73393,1.07133,1.13219,0.58411,0.48333,0.52732,0.31113,1.72332,1.75468,1.41226,2.99058e-05,2.99058e-05,2.99058e-05
49,59.1452,0.92376,1.15888,1.2621,0.60001,0.49809,0.52473,0.30817,1.74649,1.81869,1.42314,2.99766e-05,2.99766e-05,2.99766e-05
50,60.2999,0.83631,0.91213,1.18219,0.60001,0.49809,0.52473,0.30817,1.74649,1.81869,1.42314,3.00238e-05,3.00238e-05,3.00238e-05
51,61.5156,0.77721,1.05852,1.16049,0.60069,0.49827,0.52521,0.30722,1.76032,1.86042,1.42833,3.00475e-05,3.00475e-05,3.00475e-05
52,62.6663,0.82834,0.89866,1.17309,0.60069,0.49827,0.52521,0.30722,1.76032,1.86042,1.42833,3.00476e-05,3.00476e-05,3.00476e-05
53,63.7973,0.6578,0.78354,1.18661,0.60069,0.49827,0.52521,0.30722,1.76032,1.86042,1.42833,3.00242e-05,3.00242e-05,3.00242e-05
54,64.9929,0.84084,1.1718,1.24043,0.76749,0.49999,0.5251,0.30909,1.76289,1.9069,1.4365,2.99772e-05,2.99772e-05,2.99772e-05
55,66.1567,0.89697,0.7855,1.18889,0.76749,0.49999,0.5251,0.30909,1.76289,1.9069,1.4365,2.99066e-05,2.99066e-05,2.99066e-05
56,67.2963,0.79857,1.03582,1.14061,0.76749,0.49999,0.5251,0.30909,1.76289,1.9069,1.4365,2.98125e-05,2.98125e-05,2.98125e-05
57,68.57,0.63253,0.85289,1.06507,0.75594,0.5,0.52571,0.30611,1.75376,1.91664,1.4254,2.96948e-05,2.96948e-05,2.96948e-05
58,69.7505,0.69716,0.72329,1.14504,0.75594,0.5,0.52571,0.30611,1.75376,1.91664,1.4254,2.95535e-05,2.95535e-05,2.95535e-05
59,70.8805,0.83268,0.97996,1.24076,0.75594,0.5,0.52571,0.30611,1.75376,1.91664,1.4254,2.93887e-05,2.93887e-05,2.93887e-05
60,72.1189,1.01631,1.11821,1.4181,0.7555,0.5,0.51769,0.30528,1.784,1.95957,1.43934,2.92003e-05,2.92003e-05,2.92003e-05
61,73.2628,0.62975,0.8029,1.09156,0.7555,0.5,0.51769,0.30528,1.784,1.95957,1.43934,2.89884e-05,2.89884e-05,2.89884e-05
62,74.4453,0.66118,0.7211,1.1262,0.7555,0.5,0.51769,0.30528,1.784,1.95957,1.43934,2.87529e-05,2.87529e-05,2.87529e-05
63,75.6612,1.35603,1.7001,1.77461,0.76425,0.5,0.52118,0.30304,1.75907,2.0112,1.43519,2.84938e-05,2.84938e-05,2.84938e-05
64,76.8433,0.79373,0.93348,1.14728,0.76425,0.5,0.52118,0.30304,1.75907,2.0112,1.43519,2.82112e-05,2.82112e-05,2.82112e-05
65,78.0429,0.86554,0.72442,1.1513,0.76425,0.5,0.52118,0.30304,1.75907,2.0112,1.43519,2.7905e-05,2.7905e-05,2.7905e-05
66,79.2903,0.70324,0.68764,1.1563,0.75595,0.5,0.51892,0.30156,1.80082,2.03893,1.44921,2.75753e-05,2.75753e-05,2.75753e-05
67,80.5134,0.6805,0.59721,1.04347,0.75595,0.5,0.51892,0.30156,1.80082,2.03893,1.44921,2.7222e-05,2.7222e-05,2.7222e-05
68,81.7096,0.89752,1.0287,1.24459,0.75595,0.5,0.51892,0.30156,1.80082,2.03893,1.44921,2.68451e-05,2.68451e-05,2.68451e-05
69,82.8756,0.73413,0.71695,1.15089,0.77085,0.5,0.51846,0.29803,1.80969,2.09339,1.4576,2.64447e-05,2.64447e-05,2.64447e-05
70,83.9985,1.0803,1.25774,1.47938,0.77085,0.5,0.51846,0.29803,1.80969,2.09339,1.4576,2.60207e-05,2.60207e-05,2.60207e-05
71,85.1598,0.62942,0.66893,1.02454,0.77085,0.5,0.51846,0.29803,1.80969,2.09339,1.4576,2.55731e-05,2.55731e-05,2.55731e-05
72,86.3914,0.80621,0.60848,1.03915,0.69542,0.45338,0.47457,0.29763,1.81568,2.17323,1.45889,2.5102e-05,2.5102e-05,2.5102e-05
73,87.5921,0.73599,0.84558,1.14016,0.69542,0.45338,0.47457,0.29763,1.81568,2.17323,1.45889,2.46073e-05,2.46073e-05,2.46073e-05
74,88.8235,0.78101,0.75955,1.16171,0.69542,0.45338,0.47457,0.29763,1.81568,2.17323,1.45889,2.40891e-05,2.40891e-05,2.40891e-05
75,90.0675,0.8796,0.74828,1.33439,0.69987,0.45273,0.47547,0.29212,1.86465,2.30441,1.51555,2.35472e-05,2.35472e-05,2.35472e-05
76,91.2496,0.69943,0.67537,1.08246,0.69987,0.45273,0.47547,0.29212,1.86465,2.30441,1.51555,2.29819e-05,2.29819e-05,2.29819e-05
77,92.4944,0.68409,0.67435,1.13191,0.69987,0.45273,0.47547,0.29212,1.86465,2.30441,1.51555,2.23929e-05,2.23929e-05,2.23929e-05
78,93.7153,0.89262,1.07392,1.26263,0.89753,0.37226,0.46059,0.28547,1.88146,2.26535,1.5336,2.17805e-05,2.17805e-05,2.17805e-05
79,94.9188,0.66334,0.67349,1.04753,0.89753,0.37226,0.46059,0.28547,1.88146,2.26535,1.5336,2.11444e-05,2.11444e-05,2.11444e-05
80,96.1086,0.63494,0.58659,0.988,0.89753,0.37226,0.46059,0.28547,1.88146,2.26535,1.5336,2.04848e-05,2.04848e-05,2.04848e-05
81,97.3626,0.69882,0.87709,1.2151,0.87492,0.38333,0.46128,0.28999,1.86758,2.253,1.52027,1.98016e-05,1.98016e-05,1.98016e-05
82,98.5697,0.62561,0.50989,1.08702,0.87492,0.38333,0.46128,0.28999,1.86758,2.253,1.52027,1.90949e-05,1.90949e-05,1.90949e-05
83,99.7401,0.72843,0.86989,1.13488,0.87492,0.38333,0.46128,0.28999,1.86758,2.253,1.52027,1.83646e-05,1.83646e-05,1.83646e-05
84,101.002,0.50042,0.54512,1.01343,0.89894,0.37162,0.45875,0.28502,1.86071,2.17725,1.51126,1.76107e-05,1.76107e-05,1.76107e-05
85,102.239,0.68218,0.82992,1.07367,0.89894,0.37162,0.45875,0.28502,1.86071,2.17725,1.51126,1.68333e-05,1.68333e-05,1.68333e-05
86,103.446,0.92082,0.95445,1.43153,0.89894,0.37162,0.45875,0.28502,1.86071,2.17725,1.51126,1.60323e-05,1.60323e-05,1.60323e-05
87,104.663,0.88844,0.93963,1.26172,0.89894,0.37162,0.45875,0.28502,1.86071,2.17725,1.51126,1.52077e-05,1.52077e-05,1.52077e-05
88,105.865,0.79133,0.61603,1.2429,0.90059,0.37109,0.4561,0.2848,1.87265,2.17816,1.51013,1.43596e-05,1.43596e-05,1.43596e-05
89,107.143,0.85688,0.86928,1.21172,0.90059,0.37109,0.4561,0.2848,1.87265,2.17816,1.51013,1.34879e-05,1.34879e-05,1.34879e-05
90,108.322,0.70567,0.79488,1.04945,0.90059,0.37109,0.4561,0.2848,1.87265,2.17816,1.51013,1.25927e-05,1.25927e-05,1.25927e-05
91,109.521,0.54641,0.59198,1.14169,0.90059,0.37109,0.4561,0.2848,1.87265,2.17816,1.51013,1.16739e-05,1.16739e-05,1.16739e-05
92,110.779,0.46141,0.43615,0.86802,0.79124,0.5,0.51153,0.29431,1.8597,2.27115,1.52061,1.07315e-05,1.07315e-05,1.07315e-05
93,111.983,0.64026,0.55085,1.25073,0.79124,0.5,0.51153,0.29431,1.8597,2.27115,1.52061,9.76562e-06,9.76562e-06,9.76562e-06
94,113.086,0.62196,0.49793,1.02075,0.79124,0.5,0.51153,0.29431,1.8597,2.27115,1.52061,8.77613e-06,8.77613e-06,8.77613e-06
95,114.279,0.75723,0.68029,1.26766,0.79124,0.5,0.51153,0.29431,1.8597,2.27115,1.52061,7.76308e-06,7.76308e-06,7.76308e-06
96,115.533,0.56927,0.58346,1.05182,0.79169,0.5,0.5159,0.28921,1.82904,2.28051,1.5115,6.72648e-06,6.72648e-06,6.72648e-06
97,116.708,0.47315,0.50564,0.93859,0.79169,0.5,0.5159,0.28921,1.82904,2.28051,1.5115,5.6663e-06,5.6663e-06,5.6663e-06
98,117.864,0.63144,0.55859,1.13863,0.79169,0.5,0.5159,0.28921,1.82904,2.28051,1.5115,4.58257e-06,4.58257e-06,4.58257e-06
99,119.009,0.48066,0.42199,0.89024,0.79169,0.5,0.5159,0.28921,1.82904,2.28051,1.5115,3.47528e-06,3.47528e-06,3.47528e-06
100,120.253,0.4976,0.45494,0.93625,0.78255,0.5,0.50805,0.28765,1.77065,2.22894,1.46583,2.34442e-06,2.34442e-06,2.34442e-06
