[2025-10-23T12:24:14.284467] === Starting network test ===
[2025-10-23T12:24:36.873613] Ping to 8.8.8.8: 15.65 ms
[2025-10-23T12:24:36.873613] Download Speed: 51.40 Mbps
[2025-10-23T12:24:36.873613] Upload Speed: 20.79 Mbps
[2025-10-23T12:24:36.873613] 
=== Starting test at 1 FPS ===
[2025-10-23T12:24:38.496266] Iteration 1/30 | FPS=1 | Status=200
[2025-10-23T12:24:40.934013] Iteration 2/30 | FPS=1 | Status=200
[2025-10-23T12:24:43.265792] Iteration 3/30 | FPS=1 | Status=200
[2025-10-23T12:24:45.626596] Iteration 4/30 | FPS=1 | Status=200
[2025-10-23T12:24:47.975893] Iteration 5/30 | FPS=1 | Status=200
[2025-10-23T12:24:50.334973] Iteration 6/30 | FPS=1 | Status=200
[2025-10-23T12:24:52.700193] Iteration 7/30 | FPS=1 | Status=200
[2025-10-23T12:24:55.030603] Iteration 8/30 | FPS=1 | Status=200
[2025-10-23T12:24:57.336622] Iteration 9/30 | FPS=1 | Status=200
[2025-10-23T12:24:59.613852] Iteration 10/30 | FPS=1 | Status=200
[2025-10-23T12:25:01.961437] Iteration 11/30 | FPS=1 | Status=200
[2025-10-23T12:25:04.526826] Iteration 12/30 | FPS=1 | Status=200
[2025-10-23T12:25:06.895167] Iteration 13/30 | FPS=1 | Status=200
[2025-10-23T12:25:09.425980] Iteration 14/30 | FPS=1 | Status=200
[2025-10-23T12:25:11.839690] Iteration 15/30 | FPS=1 | Status=200
[2025-10-23T12:25:14.211970] Iteration 16/30 | FPS=1 | Status=200
[2025-10-23T12:25:16.580320] Iteration 17/30 | FPS=1 | Status=200
[2025-10-23T12:25:19.070411] Iteration 18/30 | FPS=1 | Status=200
[2025-10-23T12:25:21.429068] Iteration 19/30 | FPS=1 | Status=200
[2025-10-23T12:25:23.760597] Iteration 20/30 | FPS=1 | Status=200
[2025-10-23T12:25:26.123856] Iteration 21/30 | FPS=1 | Status=200
[2025-10-23T12:25:28.451840] Iteration 22/30 | FPS=1 | Status=200
[2025-10-23T12:25:30.830514] Iteration 23/30 | FPS=1 | Status=200
[2025-10-23T12:25:33.140444] Iteration 24/30 | FPS=1 | Status=200
[2025-10-23T12:25:35.523996] Iteration 25/30 | FPS=1 | Status=200
[2025-10-23T12:25:37.793527] Iteration 26/30 | FPS=1 | Status=200
[2025-10-23T12:25:40.203746] Iteration 27/30 | FPS=1 | Status=200
[2025-10-23T12:25:42.487463] Iteration 28/30 | FPS=1 | Status=200
