[2025-11-20T23:37:18.823142] 
=== Starting test at 1 FPS ===
[2025-11-20T23:37:20.516598] Iteration 1/60 | FPS=1 | Status=200
[2025-11-20T23:37:22.687875] Iteration 2/60 | FPS=1 | Status=200
[2025-11-20T23:37:24.959286] Iteration 3/60 | FPS=1 | Status=200
[2025-11-20T23:37:27.214237] Iteration 4/60 | FPS=1 | Status=200
[2025-11-20T23:37:29.752398] Iteration 5/60 | FPS=1 | Status=200
[2025-11-20T23:37:31.995066] Iteration 6/60 | FPS=1 | Status=200
[2025-11-20T23:37:33.998604] Iteration 7/60 | FPS=1 | Status=200
[2025-11-20T23:37:36.068943] Iteration 8/60 | FPS=1 | Status=200
[2025-11-20T23:37:38.415462] Iteration 9/60 | FPS=1 | Status=200
[2025-11-20T23:37:40.676947] Iteration 10/60 | FPS=1 | Status=200
[2025-11-20T23:37:42.858630] Iteration 11/60 | FPS=1 | Status=200
[2025-11-20T23:37:45.113957] Iteration 12/60 | FPS=1 | Status=200
[2025-11-20T23:37:47.327923] Iteration 13/60 | FPS=1 | Status=200
[2025-11-20T23:37:49.678546] Iteration 14/60 | FPS=1 | Status=200
[2025-11-20T23:37:51.885399] Iteration 15/60 | FPS=1 | Status=200
[2025-11-20T23:37:54.125543] Iteration 16/60 | FPS=1 | Status=200
[2025-11-20T23:37:56.298469] Iteration 17/60 | FPS=1 | Status=200
[2025-11-20T23:37:58.446415] Iteration 18/60 | FPS=1 | Status=200
[2025-11-20T23:38:00.570035] Iteration 19/60 | FPS=1 | Status=200
[2025-11-20T23:38:02.710597] Iteration 20/60 | FPS=1 | Status=200
[2025-11-20T23:38:04.939363] Iteration 21/60 | FPS=1 | Status=200
[2025-11-20T23:38:07.245786] Iteration 22/60 | FPS=1 | Status=200
[2025-11-20T23:38:09.414162] Iteration 23/60 | FPS=1 | Status=200
[2025-11-20T23:38:11.710588] Iteration 24/60 | FPS=1 | Status=200
[2025-11-20T23:38:14.036418] Iteration 25/60 | FPS=1 | Status=200
[2025-11-20T23:38:16.382562] Iteration 26/60 | FPS=1 | Status=200
[2025-11-20T23:38:18.502164] Iteration 27/60 | FPS=1 | Status=200
[2025-11-20T23:38:20.792009] Iteration 28/60 | FPS=1 | Status=200
[2025-11-20T23:38:23.003190] Iteration 29/60 | FPS=1 | Status=200
[2025-11-20T23:38:25.262740] Iteration 30/60 | FPS=1 | Status=200
[2025-11-20T23:38:27.392725] Iteration 31/60 | FPS=1 | Status=200
[2025-11-20T23:38:29.806526] Iteration 32/60 | FPS=1 | Status=200
[2025-11-20T23:38:32.289243] Iteration 33/60 | FPS=1 | Status=200
[2025-11-20T23:38:34.726384] Iteration 34/60 | FPS=1 | Status=200
[2025-11-20T23:38:36.956197] Iteration 35/60 | FPS=1 | Status=200
[2025-11-20T23:38:39.250777] Iteration 36/60 | FPS=1 | Status=200
[2025-11-20T23:38:41.380885] Iteration 37/60 | FPS=1 | Status=200
[2025-11-20T23:38:43.699485] Iteration 38/60 | FPS=1 | Status=200
[2025-11-20T23:38:46.209579] Iteration 39/60 | FPS=1 | Status=200
[2025-11-20T23:38:48.381947] Iteration 40/60 | FPS=1 | Status=200
[2025-11-20T23:38:50.775476] Iteration 41/60 | FPS=1 | Status=200
[2025-11-20T23:38:52.979025] Iteration 42/60 | FPS=1 | Status=200
[2025-11-20T23:38:55.179869] Iteration 43/60 | FPS=1 | Status=200
[2025-11-20T23:38:57.368570] Iteration 44/60 | FPS=1 | Status=200
[2025-11-20T23:38:59.669320] Iteration 45/60 | FPS=1 | Status=200
[2025-11-20T23:39:01.776064] Iteration 46/60 | FPS=1 | Status=200
[2025-11-20T23:39:04.025298] Iteration 47/60 | FPS=1 | Status=200
[2025-11-20T23:39:06.304389] Iteration 48/60 | FPS=1 | Status=200
[2025-11-20T23:39:08.703427] Iteration 49/60 | FPS=1 | Status=200
[2025-11-20T23:39:10.924501] Iteration 50/60 | FPS=1 | Status=200
[2025-11-20T23:39:13.415846] Iteration 51/60 | FPS=1 | Status=200
[2025-11-20T23:39:15.569605] Iteration 52/60 | FPS=1 | Status=200
[2025-11-20T23:39:17.758401] Iteration 53/60 | FPS=1 | Status=200
[2025-11-20T23:39:20.109852] Iteration 54/60 | FPS=1 | Status=200
[2025-11-20T23:39:22.384634] Iteration 55/60 | FPS=1 | Status=200
[2025-11-20T23:39:24.509814] Iteration 56/60 | FPS=1 | Status=200
[2025-11-20T23:39:26.773038] Iteration 57/60 | FPS=1 | Status=200
[2025-11-20T23:39:29.046592] Iteration 58/60 | FPS=1 | Status=200
[2025-11-20T23:39:31.295875] Iteration 59/60 | FPS=1 | Status=200
[2025-11-20T23:39:33.494973] Iteration 60/60 | FPS=1 | Status=200
[2025-11-20T23:39:34.495498] Finished test at 1 FPS in 135.67 seconds
[2025-11-20T23:39:34.495598] 
=== Starting test at 5 FPS ===
[2025-11-20T23:39:35.937217] Iteration 1/60 | FPS=5 | Status=200
[2025-11-20T23:39:37.469240] Iteration 2/60 | FPS=5 | Status=200
[2025-11-20T23:39:38.942667] Iteration 3/60 | FPS=5 | Status=200
[2025-11-20T23:39:40.288167] Iteration 4/60 | FPS=5 | Status=200
[2025-11-20T23:39:41.782917] Iteration 5/60 | FPS=5 | Status=200
[2025-11-20T23:39:43.252601] Iteration 6/60 | FPS=5 | Status=200
[2025-11-20T23:39:44.573636] Iteration 7/60 | FPS=5 | Status=200
[2025-11-20T23:39:45.929456] Iteration 8/60 | FPS=5 | Status=200
[2025-11-20T23:39:47.566492] Iteration 9/60 | FPS=5 | Status=200
[2025-11-20T23:39:49.017618] Iteration 10/60 | FPS=5 | Status=200
[2025-11-20T23:39:50.466466] Iteration 11/60 | FPS=5 | Status=200
[2025-11-20T23:39:51.968629] Iteration 12/60 | FPS=5 | Status=200
[2025-11-20T23:39:53.357923] Iteration 13/60 | FPS=5 | Status=200
[2025-11-20T23:39:54.843300] Iteration 14/60 | FPS=5 | Status=200
[2025-11-20T23:39:56.231991] Iteration 15/60 | FPS=5 | Status=200
[2025-11-20T23:39:57.568016] Iteration 16/60 | FPS=5 | Status=200
[2025-11-20T23:39:58.874809] Iteration 17/60 | FPS=5 | Status=200
[2025-11-20T23:40:00.478849] Iteration 18/60 | FPS=5 | Status=200
[2025-11-20T23:40:01.827890] Iteration 19/60 | FPS=5 | Status=200
[2025-11-20T23:40:03.245063] Iteration 20/60 | FPS=5 | Status=200
[2025-11-20T23:40:04.786666] Iteration 21/60 | FPS=5 | Status=200
[2025-11-20T23:40:06.373253] Iteration 22/60 | FPS=5 | Status=200
[2025-11-20T23:40:07.968561] Iteration 23/60 | FPS=5 | Status=200
[2025-11-20T23:40:09.460551] Iteration 24/60 | FPS=5 | Status=200
[2025-11-20T23:40:10.921383] Iteration 25/60 | FPS=5 | Status=200
[2025-11-20T23:40:12.327111] Iteration 26/60 | FPS=5 | Status=200
[2025-11-20T23:40:13.745892] Iteration 27/60 | FPS=5 | Status=200
[2025-11-20T23:40:15.497560] Iteration 28/60 | FPS=5 | Status=200
[2025-11-20T23:40:16.873979] Iteration 29/60 | FPS=5 | Status=200
[2025-11-20T23:40:18.412907] Iteration 30/60 | FPS=5 | Status=200
[2025-11-20T23:40:19.871851] Iteration 31/60 | FPS=5 | Status=200
[2025-11-20T23:40:21.481940] Iteration 32/60 | FPS=5 | Status=200
[2025-11-20T23:40:22.704063] Iteration 33/60 | FPS=5 | Status=200
[2025-11-20T23:40:24.258857] Iteration 34/60 | FPS=5 | Status=200
[2025-11-20T23:40:25.541430] Iteration 35/60 | FPS=5 | Status=200
[2025-11-20T23:40:26.943701] Iteration 36/60 | FPS=5 | Status=200
[2025-11-20T23:40:28.352086] Iteration 37/60 | FPS=5 | Status=200
