[2025-11-20T18:18:53.353262] === Starting network test ===
[2025-11-20T18:19:15.286176] Ping to 8.8.8.8: 15.01 ms
[2025-11-20T18:19:15.286176] Download Speed: 51.05 Mbps
[2025-11-20T18:19:15.286176] Upload Speed: 21.13 Mbps
[2025-11-20T18:19:15.286176] 
=== Starting test at 1 FPS ===
[2025-11-20T18:19:16.250065] Iteration 1/60 | FPS=1 | Status=200
[2025-11-20T18:19:17.722940] Iteration 2/60 | FPS=1 | Status=200
[2025-11-20T18:19:19.149485] Iteration 3/60 | FPS=1 | Status=200
[2025-11-20T18:19:20.568953] Iteration 4/60 | FPS=1 | Status=200
[2025-11-20T18:19:21.979848] Iteration 5/60 | FPS=1 | Status=200
[2025-11-20T18:19:23.454691] Iteration 6/60 | FPS=1 | Status=200
[2025-11-20T18:19:24.928801] Iteration 7/60 | FPS=1 | Status=200
[2025-11-20T18:19:26.388341] Iteration 8/60 | FPS=1 | Status=200
[2025-11-20T18:19:27.889159] Iteration 9/60 | FPS=1 | Status=200
[2025-11-20T18:19:29.344503] Iteration 10/60 | FPS=1 | Status=200
[2025-11-20T18:19:30.803041] Iteration 11/60 | FPS=1 | Status=200
[2025-11-20T18:19:32.258626] Iteration 12/60 | FPS=1 | Status=200
[2025-11-20T18:19:33.712404] Iteration 13/60 | FPS=1 | Status=200
[2025-11-20T18:19:35.173728] Iteration 14/60 | FPS=1 | Status=200
[2025-11-20T18:19:36.667188] Iteration 15/60 | FPS=1 | Status=200
[2025-11-20T18:19:38.099644] Iteration 16/60 | FPS=1 | Status=200
[2025-11-20T18:19:39.502865] Iteration 17/60 | FPS=1 | Status=200
[2025-11-20T18:19:40.919767] Iteration 18/60 | FPS=1 | Status=200
[2025-11-20T18:19:42.375318] Iteration 19/60 | FPS=1 | Status=200
[2025-11-20T18:19:43.832600] Iteration 20/60 | FPS=1 | Status=200
[2025-11-20T18:19:45.285518] Iteration 21/60 | FPS=1 | Status=200
[2025-11-20T18:19:46.745168] Iteration 22/60 | FPS=1 | Status=200
[2025-11-20T18:19:48.208560] Iteration 23/60 | FPS=1 | Status=200
[2025-11-20T18:19:49.669758] Iteration 24/60 | FPS=1 | Status=200
[2025-11-20T18:19:51.137137] Iteration 25/60 | FPS=1 | Status=200
[2025-11-20T18:19:52.603923] Iteration 26/60 | FPS=1 | Status=200
[2025-11-20T18:19:54.060713] Iteration 27/60 | FPS=1 | Status=200
[2025-11-20T18:19:55.494930] Iteration 28/60 | FPS=1 | Status=200
[2025-11-20T18:19:56.931573] Iteration 29/60 | FPS=1 | Status=200
[2025-11-20T18:19:58.368920] Iteration 30/60 | FPS=1 | Status=200
[2025-11-20T18:19:59.818841] Iteration 31/60 | FPS=1 | Status=200
[2025-11-20T18:20:01.278798] Iteration 32/60 | FPS=1 | Status=200
[2025-11-20T18:20:02.705030] Iteration 33/60 | FPS=1 | Status=200
[2025-11-20T18:20:04.138756] Iteration 34/60 | FPS=1 | Status=200
[2025-11-20T18:20:05.570129] Iteration 35/60 | FPS=1 | Status=200
[2025-11-20T18:20:07.009093] Iteration 36/60 | FPS=1 | Status=200
[2025-11-20T18:20:08.446031] Iteration 37/60 | FPS=1 | Status=200
[2025-11-20T18:20:09.873207] Iteration 38/60 | FPS=1 | Status=200
[2025-11-20T18:20:11.302937] Iteration 39/60 | FPS=1 | Status=200
[2025-11-20T18:20:12.733667] Iteration 40/60 | FPS=1 | Status=200
[2025-11-20T18:20:14.172060] Iteration 41/60 | FPS=1 | Status=200
[2025-11-20T18:20:15.599382] Iteration 42/60 | FPS=1 | Status=200
[2025-11-20T18:20:17.038904] Iteration 43/60 | FPS=1 | Status=200
[2025-11-20T18:20:18.472192] Iteration 44/60 | FPS=1 | Status=200
[2025-11-20T18:20:19.908105] Iteration 45/60 | FPS=1 | Status=200
[2025-11-20T18:20:21.353564] Iteration 46/60 | FPS=1 | Status=200
[2025-11-20T18:20:22.790494] Iteration 47/60 | FPS=1 | Status=200
[2025-11-20T18:20:24.227126] Iteration 48/60 | FPS=1 | Status=200
[2025-11-20T18:20:25.691217] Iteration 49/60 | FPS=1 | Status=200
[2025-11-20T18:20:27.128005] Iteration 50/60 | FPS=1 | Status=200
[2025-11-20T18:20:28.565951] Iteration 51/60 | FPS=1 | Status=200
[2025-11-20T18:20:30.019083] Iteration 52/60 | FPS=1 | Status=200
[2025-11-20T18:20:31.456821] Iteration 53/60 | FPS=1 | Status=200
[2025-11-20T18:20:32.920073] Iteration 54/60 | FPS=1 | Status=200
[2025-11-20T18:20:34.379674] Iteration 55/60 | FPS=1 | Status=200
[2025-11-20T18:20:35.848483] Iteration 56/60 | FPS=1 | Status=200
[2025-11-20T18:20:37.325030] Iteration 57/60 | FPS=1 | Status=200
[2025-11-20T18:20:38.781310] Iteration 58/60 | FPS=1 | Status=200
[2025-11-20T18:20:40.241371] Iteration 59/60 | FPS=1 | Status=200
[2025-11-20T18:20:41.698011] Iteration 60/60 | FPS=1 | Status=200
[2025-11-20T18:20:42.699308] Finished test at 1 FPS in 87.41 seconds
[2025-11-20T18:20:42.699308] 
=== Starting test at 5 FPS ===
[2025-11-20T18:20:43.150762] Iteration 1/60 | FPS=5 | Status=200
[2025-11-20T18:20:43.819817] Iteration 2/60 | FPS=5 | Status=200
[2025-11-20T18:20:44.476278] Iteration 3/60 | FPS=5 | Status=200
[2025-11-20T18:20:45.135557] Iteration 4/60 | FPS=5 | Status=200
[2025-11-20T18:20:45.798468] Iteration 5/60 | FPS=5 | Status=200
[2025-11-20T18:20:46.459725] Iteration 6/60 | FPS=5 | Status=200
[2025-11-20T18:20:47.129529] Iteration 7/60 | FPS=5 | Status=200
[2025-11-20T18:20:47.781143] Iteration 8/60 | FPS=5 | Status=200
[2025-11-20T18:20:48.440670] Iteration 9/60 | FPS=5 | Status=200
[2025-11-20T18:20:49.101979] Iteration 10/60 | FPS=5 | Status=200
[2025-11-20T18:20:49.764126] Iteration 11/60 | FPS=5 | Status=200
[2025-11-20T18:20:50.418181] Iteration 12/60 | FPS=5 | Status=200
[2025-11-20T18:20:51.078468] Iteration 13/60 | FPS=5 | Status=200
[2025-11-20T18:20:51.732630] Iteration 14/60 | FPS=5 | Status=200
[2025-11-20T18:20:52.404125] Iteration 15/60 | FPS=5 | Status=200
[2025-11-20T18:20:53.070805] Iteration 16/60 | FPS=5 | Status=200
[2025-11-20T18:20:53.721322] Iteration 17/60 | FPS=5 | Status=200
