[2025-11-17T23:52:43.684694] === Starting network test ===
[2025-11-17T23:53:05.532012] Ping to 8.8.8.8: 18.32 ms
[2025-11-17T23:53:05.532012] Download Speed: 51.09 Mbps
[2025-11-17T23:53:05.533028] Upload Speed: 21.45 Mbps
[2025-11-17T23:53:05.533028] 
=== Starting test at 1 FPS ===
[2025-11-17T23:53:05.558146] Iteration 1/30 | FPS=1 | Status=200
[2025-11-17T23:53:06.584128] Iteration 2/30 | FPS=1 | Status=200
[2025-11-17T23:53:07.601195] Iteration 3/30 | FPS=1 | Status=200
[2025-11-17T23:53:08.617567] Iteration 4/30 | FPS=1 | Status=200
[2025-11-17T23:53:09.633196] Iteration 5/30 | FPS=1 | Status=200
[2025-11-17T23:53:10.660380] Iteration 6/30 | FPS=1 | Status=200
[2025-11-17T23:53:11.674723] Iteration 7/30 | FPS=1 | Status=200
[2025-11-17T23:53:12.688686] Iteration 8/30 | FPS=1 | Status=200
[2025-11-17T23:53:13.701560] Iteration 9/30 | FPS=1 | Status=200
[2025-11-17T23:53:14.713893] Iteration 10/30 | FPS=1 | Status=200
[2025-11-17T23:53:15.726238] Iteration 11/30 | FPS=1 | Status=200
[2025-11-17T23:53:16.738692] Iteration 12/30 | FPS=1 | Status=200
[2025-11-17T23:53:17.753610] Iteration 13/30 | FPS=1 | Status=200
[2025-11-17T23:53:18.771881] Iteration 14/30 | FPS=1 | Status=200
[2025-11-17T23:53:19.789128] Iteration 15/30 | FPS=1 | Status=200
[2025-11-17T23:53:20.804362] Iteration 16/30 | FPS=1 | Status=200
[2025-11-17T23:53:21.817257] Iteration 17/30 | FPS=1 | Status=200
[2025-11-17T23:53:22.829429] Iteration 18/30 | FPS=1 | Status=200
[2025-11-17T23:53:23.847782] Iteration 19/30 | FPS=1 | Status=200
[2025-11-17T23:53:24.862407] Iteration 20/30 | FPS=1 | Status=200
[2025-11-17T23:53:25.880190] Iteration 21/30 | FPS=1 | Status=200
[2025-11-17T23:53:26.898378] Iteration 22/30 | FPS=1 | Status=200
[2025-11-17T23:53:27.910604] Iteration 23/30 | FPS=1 | Status=200
[2025-11-17T23:53:28.923797] Iteration 24/30 | FPS=1 | Status=200
[2025-11-17T23:53:29.937680] Iteration 25/30 | FPS=1 | Status=200
[2025-11-17T23:53:30.954210] Iteration 26/30 | FPS=1 | Status=200
[2025-11-17T23:53:31.970427] Iteration 27/30 | FPS=1 | Status=200
[2025-11-17T23:53:32.982988] Iteration 28/30 | FPS=1 | Status=200
[2025-11-17T23:53:33.995993] Iteration 29/30 | FPS=1 | Status=200
[2025-11-17T23:53:35.019364] Iteration 30/30 | FPS=1 | Status=200
[2025-11-17T23:53:36.019878] Finished test at 1 FPS in 30.49 seconds
[2025-11-17T23:53:36.019878] 
=== Starting test at 5 FPS ===
[2025-11-17T23:53:36.032389] Iteration 1/30 | FPS=5 | Status=200
[2025-11-17T23:53:36.245520] Iteration 2/30 | FPS=5 | Status=200
[2025-11-17T23:53:36.457734] Iteration 3/30 | FPS=5 | Status=200
[2025-11-17T23:53:36.668208] Iteration 4/30 | FPS=5 | Status=200
[2025-11-17T23:53:36.888558] Iteration 5/30 | FPS=5 | Status=200
[2025-11-17T23:53:37.098839] Iteration 6/30 | FPS=5 | Status=200
[2025-11-17T23:53:37.309735] Iteration 7/30 | FPS=5 | Status=200
[2025-11-17T23:53:37.521572] Iteration 8/30 | FPS=5 | Status=200
[2025-11-17T23:53:37.732821] Iteration 9/30 | FPS=5 | Status=200
[2025-11-17T23:53:37.957776] Iteration 10/30 | FPS=5 | Status=200
