[2025-10-14T10:51:33.184641] 
=== Starting test at 1 FPS ===
[2025-10-14T10:51:34.009325] Iteration 1/30 | FPS=1 | Status=200
[2025-10-14T10:51:35.436504] Iteration 2/30 | FPS=1 | Status=200
[2025-10-14T10:51:36.831426] Iteration 3/30 | FPS=1 | Status=200
[2025-10-14T10:51:38.250679] Iteration 4/30 | FPS=1 | Status=200
[2025-10-14T10:51:39.828993] Iteration 5/30 | FPS=1 | Status=200
[2025-10-14T10:51:41.259393] Iteration 6/30 | FPS=1 | Status=200
[2025-10-14T10:51:42.656409] Iteration 7/30 | FPS=1 | Status=200
[2025-10-14T10:51:44.111471] Iteration 8/30 | FPS=1 | Status=200
[2025-10-14T10:51:45.560119] Iteration 9/30 | FPS=1 | Status=200
[2025-10-14T10:51:46.949785] Iteration 10/30 | FPS=1 | Status=200
[2025-10-14T10:51:48.372431] Iteration 11/30 | FPS=1 | Status=200
[2025-10-14T10:51:49.905158] Iteration 12/30 | FPS=1 | Status=200
[2025-10-14T10:51:51.333291] Iteration 13/30 | FPS=1 | Status=200
[2025-10-14T10:51:52.788363] Iteration 14/30 | FPS=1 | Status=200
[2025-10-14T10:51:54.284887] Iteration 15/30 | FPS=1 | Status=200
[2025-10-14T10:51:55.777882] Iteration 16/30 | FPS=1 | Status=200
[2025-10-14T10:51:57.199436] Iteration 17/30 | FPS=1 | Status=200
[2025-10-14T10:51:58.596700] Iteration 18/30 | FPS=1 | Status=200
[2025-10-14T10:51:59.941431] Iteration 19/30 | FPS=1 | Status=200
[2025-10-14T10:52:01.292027] Iteration 20/30 | FPS=1 | Status=200
[2025-10-14T10:52:02.673138] Iteration 21/30 | FPS=1 | Status=200
[2025-10-14T10:52:04.083997] Iteration 22/30 | FPS=1 | Status=200
[2025-10-14T10:52:05.536854] Iteration 23/30 | FPS=1 | Status=200
[2025-10-14T10:52:07.049880] Iteration 24/30 | FPS=1 | Status=200
[2025-10-14T10:52:08.477104] Iteration 25/30 | FPS=1 | Status=200
[2025-10-14T10:52:09.855048] Iteration 26/30 | FPS=1 | Status=200
[2025-10-14T10:52:11.347118] Iteration 27/30 | FPS=1 | Status=200
[2025-10-14T10:52:12.746443] Iteration 28/30 | FPS=1 | Status=200
[2025-10-14T10:52:14.173453] Iteration 29/30 | FPS=1 | Status=200
[2025-10-14T10:52:15.515894] Iteration 30/30 | FPS=1 | Status=200
[2025-10-14T10:52:16.516095] Finished test at 1 FPS in 43.33 seconds
[2025-10-14T10:52:16.516169] 
=== Starting test at 5 FPS ===
[2025-10-14T10:52:16.985446] Iteration 1/30 | FPS=5 | Status=200
[2025-10-14T10:52:17.614617] Iteration 2/30 | FPS=5 | Status=200
[2025-10-14T10:52:18.219522] Iteration 3/30 | FPS=5 | Status=200
[2025-10-14T10:52:18.845751] Iteration 4/30 | FPS=5 | Status=200
[2025-10-14T10:52:19.550826] Iteration 5/30 | FPS=5 | Status=200
[2025-10-14T10:52:20.136745] Iteration 6/30 | FPS=5 | Status=200
[2025-10-14T10:52:20.812472] Iteration 7/30 | FPS=5 | Status=200
[2025-10-14T10:52:21.507296] Iteration 8/30 | FPS=5 | Status=200
[2025-10-14T10:52:22.141655] Iteration 9/30 | FPS=5 | Status=200
[2025-10-14T10:52:22.678038] Iteration 10/30 | FPS=5 | Status=200
[2025-10-14T10:52:23.411136] Iteration 11/30 | FPS=5 | Status=200
[2025-10-14T10:52:24.072712] Iteration 12/30 | FPS=5 | Status=200
[2025-10-14T10:52:24.712138] Iteration 13/30 | FPS=5 | Status=200
[2025-10-14T10:52:25.493824] Iteration 14/30 | FPS=5 | Status=200
[2025-10-14T10:52:26.120209] Iteration 15/30 | FPS=5 | Status=200
[2025-10-14T10:52:26.759168] Iteration 16/30 | FPS=5 | Status=200
[2025-10-14T10:52:27.363831] Iteration 17/30 | FPS=5 | Status=200
[2025-10-14T10:52:27.999244] Iteration 18/30 | FPS=5 | Status=200
[2025-10-14T10:52:28.707484] Iteration 19/30 | FPS=5 | Status=200
[2025-10-14T10:52:29.363318] Iteration 20/30 | FPS=5 | Status=200
[2025-10-14T10:52:29.972942] Iteration 21/30 | FPS=5 | Status=200
[2025-10-14T10:52:30.597235] Iteration 22/30 | FPS=5 | Status=200
[2025-10-14T10:52:31.275853] Iteration 23/30 | FPS=5 | Status=200
[2025-10-14T10:52:31.864702] Iteration 24/30 | FPS=5 | Status=200
[2025-10-14T10:52:32.487656] Iteration 25/30 | FPS=5 | Status=200
[2025-10-14T10:52:33.100640] Iteration 26/30 | FPS=5 | Status=200
[2025-10-14T10:52:33.849011] Iteration 27/30 | FPS=5 | Status=200
[2025-10-14T10:52:34.495204] Iteration 28/30 | FPS=5 | Status=200
[2025-10-14T10:52:35.094858] Iteration 29/30 | FPS=5 | Status=200
[2025-10-14T10:52:35.731722] Iteration 30/30 | FPS=5 | Status=200
[2025-10-14T10:52:35.931959] Finished test at 5 FPS in 19.42 seconds
[2025-10-14T10:52:35.932007] 
=== Starting test at 10 FPS ===
[2025-10-14T10:52:36.340133] Iteration 1/30 | FPS=10 | Status=200
[2025-10-14T10:52:36.783666] Iteration 2/30 | FPS=10 | Status=200
[2025-10-14T10:52:37.396230] Iteration 3/30 | FPS=10 | Status=200
[2025-10-14T10:52:37.905403] Iteration 4/30 | FPS=10 | Status=200
[2025-10-14T10:52:38.385428] Iteration 5/30 | FPS=10 | Status=200
[2025-10-14T10:52:38.907171] Iteration 6/30 | FPS=10 | Status=200
[2025-10-14T10:52:39.367066] Iteration 7/30 | FPS=10 | Status=200
[2025-10-14T10:52:39.936032] Iteration 8/30 | FPS=10 | Status=200
[2025-10-14T10:52:40.471200] Iteration 9/30 | FPS=10 | Status=200
[2025-10-14T10:52:40.917102] Iteration 10/30 | FPS=10 | Status=200
[2025-10-14T10:52:41.476392] Iteration 11/30 | FPS=10 | Status=200
[2025-10-14T10:52:42.041624] Iteration 12/30 | FPS=10 | Status=200
[2025-10-14T10:52:42.536180] Iteration 13/30 | FPS=10 | Status=200
[2025-10-14T10:52:43.033559] Iteration 14/30 | FPS=10 | Status=200
[2025-10-14T10:52:43.507136] Iteration 15/30 | FPS=10 | Status=200
[2025-10-14T10:52:44.102644] Iteration 16/30 | FPS=10 | Status=200
[2025-10-14T10:52:44.649868] Iteration 17/30 | FPS=10 | Status=200
[2025-10-14T10:52:45.135767] Iteration 18/30 | FPS=10 | Status=200
[2025-10-14T10:52:45.650763] Iteration 19/30 | FPS=10 | Status=200
[2025-10-14T10:52:46.231978] Iteration 20/30 | FPS=10 | Status=200
[2025-10-14T10:52:46.761897] Iteration 21/30 | FPS=10 | Status=200
[2025-10-14T10:52:47.236662] Iteration 22/30 | FPS=10 | Status=200
[2025-10-14T10:52:47.824024] Iteration 23/30 | FPS=10 | Status=200
[2025-10-14T10:52:48.338218] Iteration 24/30 | FPS=10 | Status=200
[2025-10-14T10:52:48.848068] Iteration 25/30 | FPS=10 | Status=200
[2025-10-14T10:52:49.352798] Iteration 26/30 | FPS=10 | Status=200
[2025-10-14T10:52:49.865943] Iteration 27/30 | FPS=10 | Status=200
[2025-10-14T10:52:50.358825] Iteration 28/30 | FPS=10 | Status=200
[2025-10-14T10:52:51.004874] Iteration 29/30 | FPS=10 | Status=200
[2025-10-14T10:52:51.542369] Iteration 30/30 | FPS=10 | Status=200
[2025-10-14T10:52:51.642501] Finished test at 10 FPS in 15.71 seconds
[2025-10-14T10:52:51.642549] 
=== Starting test at 20 FPS ===
[2025-10-14T10:52:52.003082] Iteration 1/30 | FPS=20 | Status=200
[2025-10-14T10:52:52.422959] Iteration 2/30 | FPS=20 | Status=200
