[2025-10-14T10:28:18.040218] 
=== Starting test at 1 FPS ===
[2025-10-14T10:28:18.814860] Iteration 1/30 | FPS=1 | Status=200
[2025-10-14T10:28:20.243786] Iteration 2/30 | FPS=1 | Status=200
[2025-10-14T10:28:21.643792] Iteration 3/30 | FPS=1 | Status=200
[2025-10-14T10:28:23.017778] Iteration 4/30 | FPS=1 | Status=200
[2025-10-14T10:28:24.452238] Iteration 5/30 | FPS=1 | Status=200
[2025-10-14T10:28:25.820228] Iteration 6/30 | FPS=1 | Status=200
[2025-10-14T10:28:27.205686] Iteration 7/30 | FPS=1 | Status=200
[2025-10-14T10:28:28.600469] Iteration 8/30 | FPS=1 | Status=200
[2025-10-14T10:28:30.008777] Iteration 9/30 | FPS=1 | Status=200
[2025-10-14T10:28:31.402133] Iteration 10/30 | FPS=1 | Status=200
[2025-10-14T10:28:32.849541] Iteration 11/30 | FPS=1 | Status=200
[2025-10-14T10:28:34.235432] Iteration 12/30 | FPS=1 | Status=200
[2025-10-14T10:28:35.646961] Iteration 13/30 | FPS=1 | Status=200
[2025-10-14T10:28:37.070501] Iteration 14/30 | FPS=1 | Status=200
[2025-10-14T10:28:38.464844] Iteration 15/30 | FPS=1 | Status=200
[2025-10-14T10:28:39.869782] Iteration 16/30 | FPS=1 | Status=200
[2025-10-14T10:28:41.278223] Iteration 17/30 | FPS=1 | Status=200
[2025-10-14T10:28:42.754363] Iteration 18/30 | FPS=1 | Status=200
[2025-10-14T10:28:44.166056] Iteration 19/30 | FPS=1 | Status=200
[2025-10-14T10:28:45.567934] Iteration 20/30 | FPS=1 | Status=200
[2025-10-14T10:28:46.933121] Iteration 21/30 | FPS=1 | Status=200
[2025-10-14T10:28:48.517073] Iteration 22/30 | FPS=1 | Status=200
[2025-10-14T10:28:49.885599] Iteration 23/30 | FPS=1 | Status=200
[2025-10-14T10:28:51.386927] Iteration 24/30 | FPS=1 | Status=200
[2025-10-14T10:28:52.767034] Iteration 25/30 | FPS=1 | Status=200
[2025-10-14T10:28:54.403308] Iteration 26/30 | FPS=1 | Status=200
[2025-10-14T10:28:55.869553] Iteration 27/30 | FPS=1 | Status=200
[2025-10-14T10:28:57.247266] Iteration 28/30 | FPS=1 | Status=200
[2025-10-14T10:28:58.706707] Iteration 29/30 | FPS=1 | Status=200
[2025-10-14T10:29:00.125781] Iteration 30/30 | FPS=1 | Status=200
[2025-10-14T10:29:01.126110] Finished test at 1 FPS in 43.09 seconds
[2025-10-14T10:29:01.126169] 
=== Starting test at 5 FPS ===
[2025-10-14T10:29:01.571847] Iteration 1/30 | FPS=5 | Status=200
[2025-10-14T10:29:02.143895] Iteration 2/30 | FPS=5 | Status=200
[2025-10-14T10:29:02.743491] Iteration 3/30 | FPS=5 | Status=200
[2025-10-14T10:29:03.418496] Iteration 4/30 | FPS=5 | Status=200
[2025-10-14T10:29:04.075920] Iteration 5/30 | FPS=5 | Status=200
[2025-10-14T10:29:04.755260] Iteration 6/30 | FPS=5 | Status=200
[2025-10-14T10:29:05.431676] Iteration 7/30 | FPS=5 | Status=200
[2025-10-14T10:29:06.039700] Iteration 8/30 | FPS=5 | Status=200
[2025-10-14T10:29:06.740533] Iteration 9/30 | FPS=5 | Status=200
[2025-10-14T10:29:07.464730] Iteration 10/30 | FPS=5 | Status=200
[2025-10-14T10:29:08.184960] Iteration 11/30 | FPS=5 | Status=200
[2025-10-14T10:29:08.867204] Iteration 12/30 | FPS=5 | Status=200
