[2025-11-20T22:52:28.798177] 
=== Starting test at 1 FPS ===
[2025-11-20T22:52:33.872058] Iteration 1/60 | FPS=1 | Status=200
[2025-11-20T22:52:38.069160] Iteration 2/60 | FPS=1 | Status=200
[2025-11-20T22:52:41.614066] Iteration 3/60 | FPS=1 | Status=200
[2025-11-20T22:52:45.299002] Iteration 4/60 | FPS=1 | Status=200
[2025-11-20T22:52:49.872930] Iteration 5/60 | FPS=1 | Status=200
[2025-11-20T22:52:53.224173] Iteration 6/60 | FPS=1 | Status=200
[2025-11-20T22:52:57.177072] Iteration 7/60 | FPS=1 | Status=200
[2025-11-20T22:53:01.057436] Iteration 8/60 | FPS=1 | Status=200
[2025-11-20T22:53:05.126795] Iteration 9/60 | FPS=1 | Status=200
[2025-11-20T22:53:08.669631] Iteration 10/60 | FPS=1 | Status=200
[2025-11-20T22:53:12.411809] Iteration 11/60 | FPS=1 | Status=200
[2025-11-20T22:53:15.932277] Iteration 12/60 | FPS=1 | Status=200
[2025-11-20T22:53:19.939072] Iteration 13/60 | FPS=1 | Status=200
[2025-11-20T22:53:23.904385] Iteration 14/60 | FPS=1 | Status=200
[2025-11-20T22:53:27.332170] Iteration 15/60 | FPS=1 | Status=200
[2025-11-20T22:53:31.379022] Iteration 16/60 | FPS=1 | Status=200
[2025-11-20T22:53:34.874607] Iteration 17/60 | FPS=1 | Status=200
[2025-11-20T22:53:38.588598] Iteration 18/60 | FPS=1 | Status=200
[2025-11-20T22:53:42.413205] Iteration 19/60 | FPS=1 | Status=200
[2025-11-20T22:53:46.262127] Iteration 20/60 | FPS=1 | Status=200
[2025-11-20T22:53:49.774268] Iteration 21/60 | FPS=1 | Status=200
[2025-11-20T22:53:53.678984] Iteration 22/60 | FPS=1 | Status=200
[2025-11-20T22:53:57.350334] Iteration 23/60 | FPS=1 | Status=200
[2025-11-20T22:54:01.005060] Iteration 24/60 | FPS=1 | Status=200
[2025-11-20T22:54:04.741945] Iteration 25/60 | FPS=1 | Status=200
[2025-11-20T22:54:08.879768] Iteration 26/60 | FPS=1 | Status=200
[2025-11-20T22:54:12.769359] Iteration 27/60 | FPS=1 | Status=200
[2025-11-20T22:54:17.066476] Iteration 28/60 | FPS=1 | Status=200
[2025-11-20T22:54:20.822480] Iteration 29/60 | FPS=1 | Status=200
[2025-11-20T22:54:24.954177] Iteration 30/60 | FPS=1 | Status=200
[2025-11-20T22:54:28.425053] Iteration 31/60 | FPS=1 | Status=200
[2025-11-20T22:54:32.707838] Iteration 32/60 | FPS=1 | Status=200
