[2025-11-10T14:06:40.828695] === Starting network test ===
[2025-11-10T14:08:02.451399] Ping to 8.8.8.8: 15.23 ms
[2025-11-10T14:08:02.451399] Download Speed: 48.44 Mbps
[2025-11-10T14:08:02.451399] Upload Speed: 21.10 Mbps
[2025-11-10T14:08:02.452398] 
=== Starting test at 1 FPS ===
[2025-11-10T14:08:02.466582] Iteration 1/30 | FPS=1 | Status=200
[2025-11-10T14:08:03.480646] Iteration 2/30 | FPS=1 | Status=200
[2025-11-10T14:08:04.493762] Iteration 3/30 | FPS=1 | Status=200
[2025-11-10T14:08:05.510828] Iteration 4/30 | FPS=1 | Status=200
[2025-11-10T14:08:06.527988] Iteration 5/30 | FPS=1 | Status=200
[2025-11-10T14:08:07.554470] Iteration 6/30 | FPS=1 | Status=200
[2025-11-10T14:08:08.567398] Iteration 7/30 | FPS=1 | Status=200
[2025-11-10T14:08:09.587918] Iteration 8/30 | FPS=1 | Status=200
[2025-11-10T14:08:10.606735] Iteration 9/30 | FPS=1 | Status=200
[2025-11-10T14:08:11.619795] Iteration 10/30 | FPS=1 | Status=200
[2025-11-10T14:08:12.635213] Iteration 11/30 | FPS=1 | Status=200
[2025-11-10T14:08:13.674975] Iteration 12/30 | FPS=1 | Status=200
[2025-11-10T14:08:14.695211] Iteration 13/30 | FPS=1 | Status=200
[2025-11-10T14:08:15.711739] Iteration 14/30 | FPS=1 | Status=200
[2025-11-10T14:08:16.725444] Iteration 15/30 | FPS=1 | Status=200
[2025-11-10T14:08:17.738565] Iteration 16/30 | FPS=1 | Status=200
[2025-11-10T14:08:18.764044] Iteration 17/30 | FPS=1 | Status=200
[2025-11-10T14:08:19.777568] Iteration 18/30 | FPS=1 | Status=200
[2025-11-10T14:08:20.790042] Iteration 19/30 | FPS=1 | Status=200
[2025-11-10T14:08:21.808827] Iteration 20/30 | FPS=1 | Status=200
[2025-11-10T14:08:22.828937] Iteration 21/30 | FPS=1 | Status=200
[2025-11-10T14:08:23.843081] Iteration 22/30 | FPS=1 | Status=200
[2025-11-10T14:08:24.856993] Iteration 23/30 | FPS=1 | Status=200
[2025-11-10T14:08:25.877660] Iteration 24/30 | FPS=1 | Status=200
[2025-11-10T14:08:26.893988] Iteration 25/30 | FPS=1 | Status=200
[2025-11-10T14:08:27.905088] Iteration 26/30 | FPS=1 | Status=200
[2025-11-10T14:08:28.916172] Iteration 27/30 | FPS=1 | Status=200
[2025-11-10T14:08:29.932282] Iteration 28/30 | FPS=1 | Status=200
[2025-11-10T14:08:30.943464] Iteration 29/30 | FPS=1 | Status=200
[2025-11-10T14:08:31.961369] Iteration 30/30 | FPS=1 | Status=200
[2025-11-10T14:08:32.962014] Finished test at 1 FPS in 30.51 seconds
[2025-11-10T14:08:32.962014] 
=== Starting test at 5 FPS ===
[2025-11-10T14:08:32.977171] Iteration 1/30 | FPS=5 | Status=200
[2025-11-10T14:08:33.185563] Iteration 2/30 | FPS=5 | Status=200
[2025-11-10T14:08:33.396113] Iteration 3/30 | FPS=5 | Status=200
[2025-11-10T14:08:33.604244] Iteration 4/30 | FPS=5 | Status=200
[2025-11-10T14:08:33.814010] Iteration 5/30 | FPS=5 | Status=200
[2025-11-10T14:08:34.022781] Iteration 6/30 | FPS=5 | Status=200
[2025-11-10T14:08:34.234000] Iteration 7/30 | FPS=5 | Status=200
[2025-11-10T14:08:34.441964] Iteration 8/30 | FPS=5 | Status=200
[2025-11-10T14:08:34.651599] Iteration 9/30 | FPS=5 | Status=200
[2025-11-10T14:08:34.860190] Iteration 10/30 | FPS=5 | Status=200
[2025-11-10T14:08:35.070195] Iteration 11/30 | FPS=5 | Status=200
[2025-11-10T14:08:35.278448] Iteration 12/30 | FPS=5 | Status=200
[2025-11-10T14:08:35.488678] Iteration 13/30 | FPS=5 | Status=200
[2025-11-10T14:08:35.698392] Iteration 14/30 | FPS=5 | Status=200
[2025-11-10T14:08:35.911567] Iteration 15/30 | FPS=5 | Status=200
[2025-11-10T14:08:36.118455] Iteration 16/30 | FPS=5 | Status=200
[2025-11-10T14:08:36.336817] Iteration 17/30 | FPS=5 | Status=200
[2025-11-10T14:08:36.546650] Iteration 18/30 | FPS=5 | Status=200
[2025-11-10T14:08:36.757254] Iteration 19/30 | FPS=5 | Status=200
[2025-11-10T14:08:36.967390] Iteration 20/30 | FPS=5 | Status=200
[2025-11-10T14:08:37.317564] Iteration 21/30 | FPS=5 | Status=200
[2025-11-10T14:08:37.748935] Iteration 22/30 | FPS=5 | Status=200
[2025-11-10T14:08:38.176359] Iteration 23/30 | FPS=5 | Status=200
[2025-11-10T14:08:38.599574] Iteration 24/30 | FPS=5 | Status=200
[2025-11-10T14:08:39.028271] Iteration 25/30 | FPS=5 | Status=200
[2025-11-10T14:08:39.457100] Iteration 26/30 | FPS=5 | Status=200
[2025-11-10T14:08:39.883270] Iteration 27/30 | FPS=5 | Status=200
[2025-11-10T14:08:40.308425] Iteration 28/30 | FPS=5 | Status=200
[2025-11-10T14:08:40.737516] Iteration 29/30 | FPS=5 | Status=200
[2025-11-10T14:08:41.166854] Iteration 30/30 | FPS=5 | Status=200
[2025-11-10T14:08:41.368022] Finished test at 5 FPS in 8.41 seconds
[2025-11-10T14:08:41.368022] 
=== Starting test at 10 FPS ===
[2025-11-10T14:08:41.594670] Iteration 1/30 | FPS=10 | Status=200
[2025-11-10T14:08:42.028374] Iteration 2/30 | FPS=10 | Status=200
[2025-11-10T14:08:42.471592] Iteration 3/30 | FPS=10 | Status=200
[2025-11-10T14:08:42.907503] Iteration 4/30 | FPS=10 | Status=200
[2025-11-10T14:08:43.332451] Iteration 5/30 | FPS=10 | Status=200
[2025-11-10T14:08:43.758606] Iteration 6/30 | FPS=10 | Status=200
[2025-11-10T14:08:44.187000] Iteration 7/30 | FPS=10 | Status=200
[2025-11-10T14:08:44.612994] Iteration 8/30 | FPS=10 | Status=200
[2025-11-10T14:08:45.043061] Iteration 9/30 | FPS=10 | Status=200
[2025-11-10T14:08:45.470830] Iteration 10/30 | FPS=10 | Status=200
[2025-11-10T14:08:45.899408] Iteration 11/30 | FPS=10 | Status=200
[2025-11-10T14:08:46.339154] Iteration 12/30 | FPS=10 | Status=200
[2025-11-10T14:08:46.775365] Iteration 13/30 | FPS=10 | Status=200
[2025-11-10T14:08:47.206291] Iteration 14/30 | FPS=10 | Status=200
[2025-11-10T14:08:47.642240] Iteration 15/30 | FPS=10 | Status=200
[2025-11-10T14:08:48.078503] Iteration 16/30 | FPS=10 | Status=200
[2025-11-10T14:08:48.512032] Iteration 17/30 | FPS=10 | Status=200
[2025-11-10T14:08:48.955506] Iteration 18/30 | FPS=10 | Status=200
[2025-11-10T14:08:49.391179] Iteration 19/30 | FPS=10 | Status=200
[2025-11-10T14:08:49.831477] Iteration 20/30 | FPS=10 | Status=200
[2025-11-10T14:08:50.271063] Iteration 21/30 | FPS=10 | Status=200
[2025-11-10T14:08:50.702938] Iteration 22/30 | FPS=10 | Status=200
[2025-11-10T14:08:51.135500] Iteration 23/30 | FPS=10 | Status=200
[2025-11-10T14:08:51.568974] Iteration 24/30 | FPS=10 | Status=200
[2025-11-10T14:08:52.017653] Iteration 25/30 | FPS=10 | Status=200
[2025-11-10T14:08:52.470465] Iteration 26/30 | FPS=10 | Status=200
[2025-11-10T14:08:52.910045] Iteration 27/30 | FPS=10 | Status=200
[2025-11-10T14:08:53.355977] Iteration 28/30 | FPS=10 | Status=200
[2025-11-10T14:08:53.792574] Iteration 29/30 | FPS=10 | Status=200
[2025-11-10T14:08:54.230073] Iteration 30/30 | FPS=10 | Status=200
[2025-11-10T14:08:54.330573] Finished test at 10 FPS in 12.96 seconds
[2025-11-10T14:08:54.330573] 
=== Starting test at 20 FPS ===
[2025-11-10T14:08:54.661766] Iteration 1/30 | FPS=20 | Status=200
[2025-11-10T14:08:55.100052] Iteration 2/30 | FPS=20 | Status=200
[2025-11-10T14:08:55.534857] Iteration 3/30 | FPS=20 | Status=200
[2025-11-10T14:08:55.972725] Iteration 4/30 | FPS=20 | Status=200
[2025-11-10T14:08:56.404785] Iteration 5/30 | FPS=20 | Status=200
[2025-11-10T14:08:56.851179] Iteration 6/30 | FPS=20 | Status=200
[2025-11-10T14:08:57.287146] Iteration 7/30 | FPS=20 | Status=200
[2025-11-10T14:08:57.730983] Iteration 8/30 | FPS=20 | Status=200
[2025-11-10T14:08:58.170645] Iteration 9/30 | FPS=20 | Status=200
[2025-11-10T14:08:58.614650] Iteration 10/30 | FPS=20 | Status=200
[2025-11-10T14:08:59.049343] Iteration 11/30 | FPS=20 | Status=200
[2025-11-10T14:08:59.495966] Iteration 12/30 | FPS=20 | Status=200
[2025-11-10T14:08:59.928013] Iteration 13/30 | FPS=20 | Status=200
[2025-11-10T14:09:00.370121] Iteration 14/30 | FPS=20 | Status=200
[2025-11-10T14:09:00.809375] Iteration 15/30 | FPS=20 | Status=200
[2025-11-10T14:09:01.250199] Iteration 16/30 | FPS=20 | Status=200
[2025-11-10T14:09:01.687344] Iteration 17/30 | FPS=20 | Status=200
[2025-11-10T14:09:02.121296] Iteration 18/30 | FPS=20 | Status=200
[2025-11-10T14:09:02.565099] Iteration 19/30 | FPS=20 | Status=200
[2025-11-10T14:09:03.010379] Iteration 20/30 | FPS=20 | Status=200
[2025-11-10T14:09:03.450875] Iteration 21/30 | FPS=20 | Status=200
[2025-11-10T14:09:03.895468] Iteration 22/30 | FPS=20 | Status=200
[2025-11-10T14:09:04.328327] Iteration 23/30 | FPS=20 | Status=200
[2025-11-10T14:09:04.760564] Iteration 24/30 | FPS=20 | Status=200
[2025-11-10T14:09:05.198779] Iteration 25/30 | FPS=20 | Status=200
[2025-11-10T14:09:05.633482] Iteration 26/30 | FPS=20 | Status=200
[2025-11-10T14:09:06.068648] Iteration 27/30 | FPS=20 | Status=200
[2025-11-10T14:09:06.499009] Iteration 28/30 | FPS=20 | Status=200
[2025-11-10T14:09:06.936231] Iteration 29/30 | FPS=20 | Status=200
[2025-11-10T14:09:07.389734] Iteration 30/30 | FPS=20 | Status=200
[2025-11-10T14:09:07.441025] Finished test at 20 FPS in 13.11 seconds
[2025-11-10T14:09:07.441025] 
=== Starting test at 40 FPS ===
[2025-11-10T14:09:07.827955] Iteration 1/30 | FPS=40 | Status=200
[2025-11-10T14:09:08.272273] Iteration 2/30 | FPS=40 | Status=200
[2025-11-10T14:09:08.710427] Iteration 3/30 | FPS=40 | Status=200
[2025-11-10T14:09:09.148536] Iteration 4/30 | FPS=40 | Status=200
[2025-11-10T14:09:09.591037] Iteration 5/30 | FPS=40 | Status=200
