[2025-10-13T12:06:13.034406] === Starting network test ===
[2025-10-13T12:06:34.727632] Ping to 8.8.8.8: 14.45 ms
[2025-10-13T12:06:34.727632] Download Speed: 52.28 Mbps
[2025-10-13T12:06:34.727632] Upload Speed: 20.87 Mbps
[2025-10-13T12:06:34.727632] 
=== Starting test at 1 FPS ===
[2025-10-13T12:06:35.844018] Iteration 1/30 | FPS=1 | Status=200
[2025-10-13T12:06:37.458180] Iteration 2/30 | FPS=1 | Status=200
[2025-10-13T12:06:38.990250] Iteration 3/30 | FPS=1 | Status=200
[2025-10-13T12:06:40.521010] Iteration 4/30 | FPS=1 | Status=200
[2025-10-13T12:06:42.046524] Iteration 5/30 | FPS=1 | Status=200
[2025-10-13T12:06:43.564829] Iteration 6/30 | FPS=1 | Status=200
[2025-10-13T12:06:45.060713] Iteration 7/30 | FPS=1 | Status=200
[2025-10-13T12:06:46.559386] Iteration 8/30 | FPS=1 | Status=200
[2025-10-13T12:06:48.058086] Iteration 9/30 | FPS=1 | Status=200
[2025-10-13T12:06:49.579965] Iteration 10/30 | FPS=1 | Status=200
[2025-10-13T12:06:51.075197] Iteration 11/30 | FPS=1 | Status=200
[2025-10-13T12:06:52.594717] Iteration 12/30 | FPS=1 | Status=200
[2025-10-13T12:06:54.080287] Iteration 13/30 | FPS=1 | Status=200
[2025-10-13T12:06:55.599063] Iteration 14/30 | FPS=1 | Status=200
[2025-10-13T12:06:57.094566] Iteration 15/30 | FPS=1 | Status=200
[2025-10-13T12:06:58.586834] Iteration 16/30 | FPS=1 | Status=200
[2025-10-13T12:07:00.079403] Iteration 17/30 | FPS=1 | Status=200
[2025-10-13T12:07:01.573353] Iteration 18/30 | FPS=1 | Status=200
[2025-10-13T12:07:03.102872] Iteration 19/30 | FPS=1 | Status=200
[2025-10-13T12:07:04.623662] Iteration 20/30 | FPS=1 | Status=200
[2025-10-13T12:07:06.119760] Iteration 21/30 | FPS=1 | Status=200
[2025-10-13T12:07:07.681356] Iteration 22/30 | FPS=1 | Status=200
[2025-10-13T12:07:09.242065] Iteration 23/30 | FPS=1 | Status=200
[2025-10-13T12:07:10.741397] Iteration 24/30 | FPS=1 | Status=200
[2025-10-13T12:07:12.225285] Iteration 25/30 | FPS=1 | Status=200
[2025-10-13T12:07:13.738681] Iteration 26/30 | FPS=1 | Status=200
[2025-10-13T12:07:15.223648] Iteration 27/30 | FPS=1 | Status=200
[2025-10-13T12:07:16.720965] Iteration 28/30 | FPS=1 | Status=200
[2025-10-13T12:07:18.220008] Iteration 29/30 | FPS=1 | Status=200
[2025-10-13T12:07:19.709836] Iteration 30/30 | FPS=1 | Status=200
[2025-10-13T12:07:20.710549] Finished test at 1 FPS in 45.98 seconds
[2025-10-13T12:07:20.710549] 
=== Starting test at 5 FPS ===
[2025-10-13T12:07:21.197848] Iteration 1/30 | FPS=5 | Status=200
[2025-10-13T12:07:21.894834] Iteration 2/30 | FPS=5 | Status=200
[2025-10-13T12:07:22.606499] Iteration 3/30 | FPS=5 | Status=200
[2025-10-13T12:07:23.312498] Iteration 4/30 | FPS=5 | Status=200
[2025-10-13T12:07:24.003889] Iteration 5/30 | FPS=5 | Status=200
[2025-10-13T12:07:24.691768] Iteration 6/30 | FPS=5 | Status=200
[2025-10-13T12:07:25.395628] Iteration 7/30 | FPS=5 | Status=200
[2025-10-13T12:07:26.094710] Iteration 8/30 | FPS=5 | Status=200
[2025-10-13T12:07:26.789958] Iteration 9/30 | FPS=5 | Status=200
[2025-10-13T12:07:27.490139] Iteration 10/30 | FPS=5 | Status=200
[2025-10-13T12:07:28.189716] Iteration 11/30 | FPS=5 | Status=200
[2025-10-13T12:07:28.880583] Iteration 12/30 | FPS=5 | Status=200
