[2025-11-21T00:24:12.313702] 
=== Starting test at 1 FPS ===
[2025-11-21T00:24:16.903572] Iteration 1/60 | FPS=1 | Status=200
[2025-11-21T00:24:21.868231] Iteration 2/60 | FPS=1 | Status=200
[2025-11-21T00:24:26.257504] Iteration 3/60 | FPS=1 | Status=200
[2025-11-21T00:24:30.458186] Iteration 4/60 | FPS=1 | Status=200
[2025-11-21T00:24:34.363937] Iteration 5/60 | FPS=1 | Status=200
[2025-11-21T00:24:38.125474] Iteration 6/60 | FPS=1 | Status=200
[2025-11-21T00:24:42.371957] Iteration 7/60 | FPS=1 | Status=200
[2025-11-21T00:24:46.685600] Iteration 8/60 | FPS=1 | Status=200
[2025-11-21T00:24:50.764899] Iteration 9/60 | FPS=1 | Status=200
[2025-11-21T00:24:54.720279] Iteration 10/60 | FPS=1 | Status=200
[2025-11-21T00:24:58.165416] Iteration 11/60 | FPS=1 | Status=200
[2025-11-21T00:25:02.072002] Iteration 12/60 | FPS=1 | Status=200
[2025-11-21T00:25:05.767091] Iteration 13/60 | FPS=1 | Status=200
[2025-11-21T00:25:09.942447] Iteration 14/60 | FPS=1 | Status=200
[2025-11-21T00:25:13.760893] Iteration 15/60 | FPS=1 | Status=200
[2025-11-21T00:25:17.616058] Iteration 16/60 | FPS=1 | Status=200
[2025-11-21T00:25:21.223895] Iteration 17/60 | FPS=1 | Status=200
[2025-11-21T00:25:25.064000] Iteration 18/60 | FPS=1 | Status=200
[2025-11-21T00:25:28.981501] Iteration 19/60 | FPS=1 | Status=200
[2025-11-21T00:25:32.553176] Iteration 20/60 | FPS=1 | Status=200
[2025-11-21T00:25:36.126459] Iteration 21/60 | FPS=1 | Status=200
[2025-11-21T00:25:40.005652] Iteration 22/60 | FPS=1 | Status=200
[2025-11-21T00:25:43.601661] Iteration 23/60 | FPS=1 | Status=200
[2025-11-21T00:25:47.347038] Iteration 24/60 | FPS=1 | Status=200
[2025-11-21T00:25:50.717629] Iteration 25/60 | FPS=1 | Status=200
[2025-11-21T00:25:54.376067] Iteration 26/60 | FPS=1 | Status=200
[2025-11-21T00:25:57.845178] Iteration 27/60 | FPS=1 | Status=200
[2025-11-21T00:26:01.357596] Iteration 28/60 | FPS=1 | Status=200
[2025-11-21T00:26:04.847851] Iteration 29/60 | FPS=1 | Status=200
[2025-11-21T00:26:08.325828] Iteration 30/60 | FPS=1 | Status=200
[2025-11-21T00:26:12.070759] Iteration 31/60 | FPS=1 | Status=200
[2025-11-21T00:26:15.536128] Iteration 32/60 | FPS=1 | Status=200
[2025-11-21T00:26:19.152641] Iteration 33/60 | FPS=1 | Status=200
[2025-11-21T00:26:22.436290] Iteration 34/60 | FPS=1 | Status=200
[2025-11-21T00:26:26.465799] Iteration 35/60 | FPS=1 | Status=200
[2025-11-21T00:26:29.839590] Iteration 36/60 | FPS=1 | Status=200
[2025-11-21T00:26:33.545666] Iteration 37/60 | FPS=1 | Status=200
[2025-11-21T00:26:36.797664] Iteration 38/60 | FPS=1 | Status=200
[2025-11-21T00:26:40.324556] Iteration 39/60 | FPS=1 | Status=200
[2025-11-21T00:26:44.454591] Iteration 40/60 | FPS=1 | Status=200
[2025-11-21T00:26:48.019723] Iteration 41/60 | FPS=1 | Status=200
[2025-11-21T00:26:51.416312] Iteration 42/60 | FPS=1 | Status=200
[2025-11-21T00:26:54.819493] Iteration 43/60 | FPS=1 | Status=200
[2025-11-21T00:26:58.224010] Iteration 44/60 | FPS=1 | Status=200
[2025-11-21T00:27:01.729917] Iteration 45/60 | FPS=1 | Status=200
[2025-11-21T00:27:05.121075] Iteration 46/60 | FPS=1 | Status=200
[2025-11-21T00:27:08.583523] Iteration 47/60 | FPS=1 | Status=200
[2025-11-21T00:27:12.142675] Iteration 48/60 | FPS=1 | Status=200
[2025-11-21T00:27:15.540546] Iteration 49/60 | FPS=1 | Status=200
[2025-11-21T00:27:18.829234] Iteration 50/60 | FPS=1 | Status=200
[2025-11-21T00:27:22.438187] Iteration 51/60 | FPS=1 | Status=200
[2025-11-21T00:27:25.865982] Iteration 52/60 | FPS=1 | Status=200
[2025-11-21T00:27:29.495274] Iteration 53/60 | FPS=1 | Status=200
[2025-11-21T00:27:33.170998] Iteration 54/60 | FPS=1 | Status=200
[2025-11-21T00:27:36.978721] Iteration 55/60 | FPS=1 | Status=200
[2025-11-21T00:27:40.942900] Iteration 56/60 | FPS=1 | Status=200
[2025-11-21T00:27:44.708170] Iteration 57/60 | FPS=1 | Status=200
[2025-11-21T00:27:48.802318] Iteration 58/60 | FPS=1 | Status=200
[2025-11-21T00:27:52.698517] Iteration 59/60 | FPS=1 | Status=200
[2025-11-21T00:27:56.552490] Iteration 60/60 | FPS=1 | Status=200
[2025-11-21T00:27:57.554205] Finished test at 1 FPS in 225.24 seconds
[2025-11-21T00:27:57.554602] 
=== Starting test at 5 FPS ===
[2025-11-21T00:28:00.375205] Iteration 1/60 | FPS=5 | Status=200
[2025-11-21T00:28:03.259857] Iteration 2/60 | FPS=5 | Status=200
[2025-11-21T00:28:06.302925] Iteration 3/60 | FPS=5 | Status=200
[2025-11-21T00:28:09.355648] Iteration 4/60 | FPS=5 | Status=200
[2025-11-21T00:28:12.315910] Iteration 5/60 | FPS=5 | Status=200
[2025-11-21T00:28:15.466308] Iteration 6/60 | FPS=5 | Status=200
[2025-11-21T00:28:18.574530] Iteration 7/60 | FPS=5 | Status=200
[2025-11-21T00:28:21.207753] Iteration 8/60 | FPS=5 | Status=200
[2025-11-21T00:28:23.550815] Iteration 9/60 | FPS=5 | Status=200
[2025-11-21T00:28:26.554067] Iteration 10/60 | FPS=5 | Status=200
[2025-11-21T00:28:29.453019] Iteration 11/60 | FPS=5 | Status=200
[2025-11-21T00:28:32.139167] Iteration 12/60 | FPS=5 | Status=200
[2025-11-21T00:28:35.034441] Iteration 13/60 | FPS=5 | Status=200
[2025-11-21T00:28:37.912267] Iteration 14/60 | FPS=5 | Status=200
[2025-11-21T00:28:41.217159] Iteration 15/60 | FPS=5 | Status=200
[2025-11-21T00:28:44.296230] Iteration 16/60 | FPS=5 | Status=200
[2025-11-21T00:28:47.176858] Iteration 17/60 | FPS=5 | Status=200
[2025-11-21T00:28:49.887598] Iteration 18/60 | FPS=5 | Status=200
[2025-11-21T00:28:52.492122] Iteration 19/60 | FPS=5 | Status=200
[2025-11-21T00:28:55.321901] Iteration 20/60 | FPS=5 | Status=200
[2025-11-21T00:28:58.062909] Iteration 21/60 | FPS=5 | Status=200
[2025-11-21T00:29:00.625894] Iteration 22/60 | FPS=5 | Status=200
[2025-11-21T00:29:03.620706] Iteration 23/60 | FPS=5 | Status=200
[2025-11-21T00:29:06.324060] Iteration 24/60 | FPS=5 | Status=200
[2025-11-21T00:29:09.382648] Iteration 25/60 | FPS=5 | Status=200
[2025-11-21T00:29:12.408217] Iteration 26/60 | FPS=5 | Status=200
[2025-11-21T00:29:15.801149] Iteration 27/60 | FPS=5 | Status=200
[2025-11-21T00:29:18.230138] Iteration 28/60 | FPS=5 | Status=200
[2025-11-21T00:29:21.264727] Iteration 29/60 | FPS=5 | Status=200
[2025-11-21T00:29:24.500557] Iteration 30/60 | FPS=5 | Status=200
[2025-11-21T00:29:28.548559] Iteration 31/60 | FPS=5 | Status=200
[2025-11-21T00:29:30.875527] Iteration 32/60 | FPS=5 | Status=200
[2025-11-21T00:29:34.322271] Iteration 33/60 | FPS=5 | Status=200
[2025-11-21T00:29:37.180488] Iteration 34/60 | FPS=5 | Status=200
[2025-11-21T00:29:40.108701] Iteration 35/60 | FPS=5 | Status=200
[2025-11-21T00:29:42.863523] Iteration 36/60 | FPS=5 | Status=200
[2025-11-21T00:29:45.561598] Iteration 37/60 | FPS=5 | Status=200
[2025-11-21T00:29:48.337180] Iteration 38/60 | FPS=5 | Status=200
[2025-11-21T00:29:51.126740] Iteration 39/60 | FPS=5 | Status=200
[2025-11-21T00:29:53.981921] Iteration 40/60 | FPS=5 | Status=200
[2025-11-21T00:29:56.813454] Iteration 41/60 | FPS=5 | Status=200
[2025-11-21T00:29:59.411816] Iteration 42/60 | FPS=5 | Status=200
[2025-11-21T00:30:02.453429] Iteration 43/60 | FPS=5 | Status=200
