[2025-11-21T00:02:22.933662] 
=== Starting test at 1 FPS ===
[2025-11-21T00:02:28.370868] Iteration 1/60 | FPS=1 | Status=200
[2025-11-21T00:02:32.383140] Iteration 2/60 | FPS=1 | Status=200
[2025-11-21T00:02:36.125944] Iteration 3/60 | FPS=1 | Status=200
[2025-11-21T00:02:39.764505] Iteration 4/60 | FPS=1 | Status=200
[2025-11-21T00:02:43.290528] Iteration 5/60 | FPS=1 | Status=200
[2025-11-21T00:02:46.951064] Iteration 6/60 | FPS=1 | Status=200
[2025-11-21T00:02:50.576736] Iteration 7/60 | FPS=1 | Status=200
[2025-11-21T00:02:53.830978] Iteration 8/60 | FPS=1 | Status=200
[2025-11-21T00:02:57.361083] Iteration 9/60 | FPS=1 | Status=200
[2025-11-21T00:03:00.971249] Iteration 10/60 | FPS=1 | Status=200
[2025-11-21T00:03:04.783714] Iteration 11/60 | FPS=1 | Status=200
[2025-11-21T00:03:08.554268] Iteration 12/60 | FPS=1 | Status=200
[2025-11-21T00:03:12.211335] Iteration 13/60 | FPS=1 | Status=200
[2025-11-21T00:03:16.426129] Iteration 14/60 | FPS=1 | Status=200
[2025-11-21T00:03:20.138064] Iteration 15/60 | FPS=1 | Status=200
[2025-11-21T00:03:23.830975] Iteration 16/60 | FPS=1 | Status=200
[2025-11-21T00:03:27.993063] Iteration 17/60 | FPS=1 | Status=200
[2025-11-21T00:03:31.767008] Iteration 18/60 | FPS=1 | Status=200
[2025-11-21T00:03:35.708927] Iteration 19/60 | FPS=1 | Status=200
[2025-11-21T00:03:38.854135] Iteration 20/60 | FPS=1 | Status=200
[2025-11-21T00:03:42.562231] Iteration 21/60 | FPS=1 | Status=200
[2025-11-21T00:03:46.348026] Iteration 22/60 | FPS=1 | Status=200
[2025-11-21T00:03:50.304083] Iteration 23/60 | FPS=1 | Status=200
[2025-11-21T00:03:53.949142] Iteration 24/60 | FPS=1 | Status=200
[2025-11-21T00:03:57.636894] Iteration 25/60 | FPS=1 | Status=200
[2025-11-21T00:04:01.335417] Iteration 26/60 | FPS=1 | Status=200
[2025-11-21T00:04:05.188296] Iteration 27/60 | FPS=1 | Status=200
[2025-11-21T00:04:09.014203] Iteration 28/60 | FPS=1 | Status=200
[2025-11-21T00:04:12.735162] Iteration 29/60 | FPS=1 | Status=200
[2025-11-21T00:04:16.626436] Iteration 30/60 | FPS=1 | Status=200
[2025-11-21T00:04:20.147243] Iteration 31/60 | FPS=1 | Status=200
[2025-11-21T00:04:23.952488] Iteration 32/60 | FPS=1 | Status=200
[2025-11-21T00:04:28.072752] Iteration 33/60 | FPS=1 | Status=200
[2025-11-21T00:04:32.007203] Iteration 34/60 | FPS=1 | Status=200
[2025-11-21T00:04:36.074108] Iteration 35/60 | FPS=1 | Status=200
[2025-11-21T00:04:39.381283] Iteration 36/60 | FPS=1 | Status=200
[2025-11-21T00:04:42.900058] Iteration 37/60 | FPS=1 | Status=200
[2025-11-21T00:04:46.717520] Iteration 38/60 | FPS=1 | Status=200
[2025-11-21T00:04:50.337855] Iteration 39/60 | FPS=1 | Status=200
[2025-11-21T00:04:53.847418] Iteration 40/60 | FPS=1 | Status=200
[2025-11-21T00:04:57.647426] Iteration 41/60 | FPS=1 | Status=200
[2025-11-21T00:05:01.373616] Iteration 42/60 | FPS=1 | Status=200
[2025-11-21T00:05:04.784516] Iteration 43/60 | FPS=1 | Status=200
[2025-11-21T00:05:08.496213] Iteration 44/60 | FPS=1 | Status=200
[2025-11-21T00:05:12.196005] Iteration 45/60 | FPS=1 | Status=200
[2025-11-21T00:05:15.892456] Iteration 46/60 | FPS=1 | Status=200
[2025-11-21T00:05:19.623886] Iteration 47/60 | FPS=1 | Status=200
[2025-11-21T00:05:23.477951] Iteration 48/60 | FPS=1 | Status=200
[2025-11-21T00:05:27.430931] Iteration 49/60 | FPS=1 | Status=200
[2025-11-21T00:05:31.220095] Iteration 50/60 | FPS=1 | Status=200
[2025-11-21T00:05:34.995586] Iteration 51/60 | FPS=1 | Status=200
