[2025-12-09T10:40:50.456094] === Starting network test ===
[2025-12-09T10:41:18.439614] Ping to 8.8.8.8: 14.04 ms
[2025-12-09T10:41:18.439614] Download Speed: 51.75 Mbps
[2025-12-09T10:41:18.439614] Upload Speed: 21.32 Mbps
[2025-12-09T10:41:18.439614] 
=== Starting test at 1 FPS ===
[2025-12-09T10:41:20.831179] Iteration 1/60 | FPS=1 | Status=200
[2025-12-09T10:41:22.306887] Iteration 2/60 | FPS=1 | Status=200
[2025-12-09T10:41:23.768041] Iteration 3/60 | FPS=1 | Status=200
[2025-12-09T10:41:25.210744] Iteration 4/60 | FPS=1 | Status=200
[2025-12-09T10:41:26.774002] Iteration 5/60 | FPS=1 | Status=200
[2025-12-09T10:41:28.320419] Iteration 6/60 | FPS=1 | Status=200
[2025-12-09T10:41:29.863222] Iteration 7/60 | FPS=1 | Status=200
[2025-12-09T10:41:31.382697] Iteration 8/60 | FPS=1 | Status=200
[2025-12-09T10:41:33.110223] Iteration 9/60 | FPS=1 | Status=200
[2025-12-09T10:41:34.558868] Iteration 10/60 | FPS=1 | Status=200
[2025-12-09T10:41:36.002449] Iteration 11/60 | FPS=1 | Status=200
[2025-12-09T10:41:37.546725] Iteration 12/60 | FPS=1 | Status=200
[2025-12-09T10:41:39.003003] Iteration 13/60 | FPS=1 | Status=200
[2025-12-09T10:41:40.561600] Iteration 14/60 | FPS=1 | Status=200
[2025-12-09T10:41:42.086332] Iteration 15/60 | FPS=1 | Status=200
[2025-12-09T10:41:43.616382] Iteration 16/60 | FPS=1 | Status=200
[2025-12-09T10:41:45.146837] Iteration 17/60 | FPS=1 | Status=200
[2025-12-09T10:41:46.675862] Iteration 18/60 | FPS=1 | Status=200
[2025-12-09T10:41:48.128309] Iteration 19/60 | FPS=1 | Status=200
[2025-12-09T10:41:49.684557] Iteration 20/60 | FPS=1 | Status=200
[2025-12-09T10:41:51.217726] Iteration 21/60 | FPS=1 | Status=200
[2025-12-09T10:41:52.839211] Iteration 22/60 | FPS=1 | Status=200
[2025-12-09T10:41:54.368869] Iteration 23/60 | FPS=1 | Status=200
[2025-12-09T10:41:55.901330] Iteration 24/60 | FPS=1 | Status=200
[2025-12-09T10:41:57.338841] Iteration 25/60 | FPS=1 | Status=200
[2025-12-09T10:41:58.895964] Iteration 26/60 | FPS=1 | Status=200
[2025-12-09T10:42:00.427439] Iteration 27/60 | FPS=1 | Status=200
[2025-12-09T10:42:02.057007] Iteration 28/60 | FPS=1 | Status=200
[2025-12-09T10:42:03.585482] Iteration 29/60 | FPS=1 | Status=200
[2025-12-09T10:42:05.102846] Iteration 30/60 | FPS=1 | Status=200
[2025-12-09T10:42:06.552909] Iteration 31/60 | FPS=1 | Status=200
[2025-12-09T10:42:08.102845] Iteration 32/60 | FPS=1 | Status=200
[2025-12-09T10:42:09.545474] Iteration 33/60 | FPS=1 | Status=200
[2025-12-09T10:42:11.049639] Iteration 34/60 | FPS=1 | Status=200
[2025-12-09T10:42:12.587069] Iteration 35/60 | FPS=1 | Status=200
[2025-12-09T10:42:14.136015] Iteration 36/60 | FPS=1 | Status=200
[2025-12-09T10:42:15.672575] Iteration 37/60 | FPS=1 | Status=200
[2025-12-09T10:42:17.108338] Iteration 38/60 | FPS=1 | Status=200
[2025-12-09T10:42:18.681455] Iteration 39/60 | FPS=1 | Status=200
[2025-12-09T10:42:20.217904] Iteration 40/60 | FPS=1 | Status=200
[2025-12-09T10:42:21.837217] Iteration 41/60 | FPS=1 | Status=200
[2025-12-09T10:42:23.321111] Iteration 42/60 | FPS=1 | Status=200
[2025-12-09T10:42:24.788232] Iteration 43/60 | FPS=1 | Status=200
[2025-12-09T10:42:26.227375] Iteration 44/60 | FPS=1 | Status=200
[2025-12-09T10:42:27.772058] Iteration 45/60 | FPS=1 | Status=200
[2025-12-09T10:42:29.312691] Iteration 46/60 | FPS=1 | Status=200
[2025-12-09T10:42:30.880811] Iteration 47/60 | FPS=1 | Status=200
[2025-12-09T10:42:32.316416] Iteration 48/60 | FPS=1 | Status=200
[2025-12-09T10:42:33.805002] Iteration 49/60 | FPS=1 | Status=200
[2025-12-09T10:42:35.421078] Iteration 50/60 | FPS=1 | Status=200
[2025-12-09T10:42:36.957954] Iteration 51/60 | FPS=1 | Status=200
[2025-12-09T10:42:38.482926] Iteration 52/60 | FPS=1 | Status=200
[2025-12-09T10:42:40.051024] Iteration 53/60 | FPS=1 | Status=200
[2025-12-09T10:42:41.524910] Iteration 54/60 | FPS=1 | Status=200
[2025-12-09T10:42:43.087430] Iteration 55/60 | FPS=1 | Status=200
[2025-12-09T10:42:44.625407] Iteration 56/60 | FPS=1 | Status=200
[2025-12-09T10:42:46.156786] Iteration 57/60 | FPS=1 | Status=200
[2025-12-09T10:42:47.683795] Iteration 58/60 | FPS=1 | Status=200
[2025-12-09T10:42:49.133319] Iteration 59/60 | FPS=1 | Status=200
[2025-12-09T10:42:50.622931] Iteration 60/60 | FPS=1 | Status=200
[2025-12-09T10:42:51.623142] Finished test at 1 FPS in 93.18 seconds
[2025-12-09T10:42:51.623142] 
=== Starting test at 5 FPS ===
[2025-12-09T10:42:52.350165] Iteration 1/60 | FPS=5 | Status=200
[2025-12-09T10:42:52.997904] Iteration 2/60 | FPS=5 | Status=200
[2025-12-09T10:42:53.633352] Iteration 3/60 | FPS=5 | Status=200
[2025-12-09T10:42:54.374482] Iteration 4/60 | FPS=5 | Status=200
[2025-12-09T10:42:55.037391] Iteration 5/60 | FPS=5 | Status=200
[2025-12-09T10:42:55.681212] Iteration 6/60 | FPS=5 | Status=200
[2025-12-09T10:42:56.328047] Iteration 7/60 | FPS=5 | Status=200
[2025-12-09T10:42:56.990105] Iteration 8/60 | FPS=5 | Status=200
[2025-12-09T10:42:57.650305] Iteration 9/60 | FPS=5 | Status=200
[2025-12-09T10:42:58.418486] Iteration 10/60 | FPS=5 | Status=200
[2025-12-09T10:42:59.294280] Iteration 11/60 | FPS=5 | Status=200
[2025-12-09T10:42:59.939189] Iteration 12/60 | FPS=5 | Status=200
[2025-12-09T10:43:00.586448] Iteration 13/60 | FPS=5 | Status=200
[2025-12-09T10:43:01.249595] Iteration 14/60 | FPS=5 | Status=200
[2025-12-09T10:43:01.947554] Iteration 15/60 | FPS=5 | Status=200
[2025-12-09T10:43:02.656285] Iteration 16/60 | FPS=5 | Status=200
[2025-12-09T10:43:03.303998] Iteration 17/60 | FPS=5 | Status=200
[2025-12-09T10:43:03.947984] Iteration 18/60 | FPS=5 | Status=200
[2025-12-09T10:43:04.595904] Iteration 19/60 | FPS=5 | Status=200
[2025-12-09T10:43:05.242838] Iteration 20/60 | FPS=5 | Status=200
[2025-12-09T10:43:05.887638] Iteration 21/60 | FPS=5 | Status=200
[2025-12-09T10:43:06.655858] Iteration 22/60 | FPS=5 | Status=200
[2025-12-09T10:43:07.306075] Iteration 23/60 | FPS=5 | Status=200
[2025-12-09T10:43:07.948754] Iteration 24/60 | FPS=5 | Status=200
[2025-12-09T10:43:08.634567] Iteration 25/60 | FPS=5 | Status=200
[2025-12-09T10:43:09.431651] Iteration 26/60 | FPS=5 | Status=200
[2025-12-09T10:43:10.201366] Iteration 27/60 | FPS=5 | Status=200
[2025-12-09T10:43:10.970960] Iteration 28/60 | FPS=5 | Status=200
[2025-12-09T10:43:11.716028] Iteration 29/60 | FPS=5 | Status=200
[2025-12-09T10:43:12.370196] Iteration 30/60 | FPS=5 | Status=200
[2025-12-09T10:43:13.013759] Iteration 31/60 | FPS=5 | Status=200
[2025-12-09T10:43:13.677758] Iteration 32/60 | FPS=5 | Status=200
[2025-12-09T10:43:14.381752] Iteration 33/60 | FPS=5 | Status=200
[2025-12-09T10:43:15.186103] Iteration 34/60 | FPS=5 | Status=200
[2025-12-09T10:43:15.931081] Iteration 35/60 | FPS=5 | Status=200
[2025-12-09T10:43:16.635717] Iteration 36/60 | FPS=5 | Status=200
